sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
*;<=50K;White;*;Never-married;Adm-clerical;Bachelors;United-States;39
Male;*;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;Private;*;Handlers-cleaners;HS-grad;United-States;38
*;<=50K;*;Private;*;*;11th;United-States;53
Female;<=50K;*;Private;*;Prof-specialty;Bachelors;*;28
*;*;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;37
Female;<=50K;*;Private;*;Other-service;*;*;49
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;HS-grad;United-States;52
*;*;White;Private;Never-married;Prof-specialty;Masters;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;*;*;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;37
Male;>50K;Asian-Pac-Islander;*;*;Prof-specialty;*;India;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;*;Private;*;*;Assoc-acdm;United-States;32
Male;<=50K;*;Private;Married-civ-spouse;*;*;Mexico;34
Male;<=50K;White;Non-Government;Never-married;Farming-fishing;HS-grad;United-States;25
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;*;White;Private;Married-civ-spouse;*;11th;United-States;38
*;*;White;*;Divorced;Exec-managerial;Masters;United-States;43
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
Female;<=50K;*;Private;*;Other-service;HS-grad;United-States;54
Male;<=50K;*;*;Married-civ-spouse;*;9th;United-States;35
Male;<=50K;White;*;Married-civ-spouse;*;11th;United-States;43
Female;<=50K;White;Private;*;*;HS-grad;United-States;59
Male;>50K;White;*;Married-civ-spouse;*;Bachelors;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
*;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;*;Never-married;*;Assoc-acdm;United-States;23
*;<=50K;Black;Private;Never-married;Sales;Some-college;United-States;20
*;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States;45
*;*;White;*;Married-civ-spouse;Adm-clerical;Some-college;United-States;30
Male;<=50K;*;*;Married-civ-spouse;Other-service;Some-college;United-States;22
Male;<=50K;White;Private;*;Machine-op-inspct;*;*;48
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;21
Female;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;19
*;*;White;*;Married-civ-spouse;Prof-specialty;Assoc-acdm;United-States;48
Male;<=50K;White;*;Married-civ-spouse;*;9th;United-States;31
Male;*;White;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;53
Male;<=50K;White;Private;*;Tech-support;Bachelors;United-States;24
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;*;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;57
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
*;*;*;*;Divorced;Exec-managerial;Masters;United-States;44
*;<=50K;White;*;*;Craft-repair;Assoc-voc;United-States;41
Male;<=50K;White;Private;*;Prof-specialty;Assoc-voc;United-States;29
*;<=50K;*;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;25
*;>50K;White;*;Married-civ-spouse;Prof-specialty;Prof-school;*;47
*;>50K;White;*;Divorced;Exec-managerial;Bachelors;United-States;50
*;<=50K;*;*;Divorced;Exec-managerial;HS-grad;United-States;47
*;*;*;Private;*;Tech-support;Some-college;United-States;43
Male;<=50K;White;Private;*;*;*;Mexico;46
Male;<=50K;White;*;*;*;*;Puerto-Rico;35
*;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
*;*;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;48
Male;>50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Doctorate;United-States;42
Male;<=50K;White;Private;*;Tech-support;Some-college;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
*;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;28
*;*;White;*;Married-civ-spouse;Adm-clerical;HS-grad;United-States;53
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States;49
*;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States;19
*;<=50K;*;Private;*;Sales;Bachelors;United-States;31
Male;>50K;White;*;Married-civ-spouse;Sales;Bachelors;United-States;29
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;23
Male;<=50K;White;*;Married-civ-spouse;*;*;United-States;79
Male;<=50K;White;Private;*;*;HS-grad;Mexico;27
*;<=50K;White;Private;*;Adm-clerical;Assoc-acdm;United-States;40
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;<=50K;White;*;*;*;7th-8th;United-States;31
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;18
*;<=50K;White;Private;*;*;*;Cuba;52
*;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States;46
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;59
*;*;White;Private;Divorced;Craft-repair;HS-grad;United-States;44
Female;<=50K;White;Private;spouse-not-present;Sales;HS-grad;United-States;53
Male;*;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States;49
Male;*;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;33
Male;<=50K;White;Private;*;*;9th;United-States;30
*;>50K;White;*;*;Prof-specialty;Doctorate;United-States;43
Male;*;White;*;*;*;Assoc-voc;United-States;57
*;<=50K;White;Private;*;Craft-repair;Some-college;United-States;37
*;<=50K;*;*;*;Machine-op-inspct;Some-college;United-States;28
Male;*;White;*;Married-civ-spouse;Protective-serv;Bachelors;United-States;34
Male;<=50K;*;*;Never-married;Handlers-cleaners;Some-college;United-States;29
