sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;State-gov;Never-married;Adm-clerical;Undergraduate;United-States;20-39
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;40-59
Male;<=50K;White;Private;Divorced;Handlers-cleaners;HS-grad;United-States;20-39
Male;<=50K;Black;Private;Married-civ-spouse;Nontechnical;High-School;United-States;*
Female;<=50K;Black;Non-Government;Married-civ-spouse;*;*;*;*
Female;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Higher-education;United-States;*
Female;<=50K;Black;Non-Government;spouse-not-present;Other;High-School;North-America;*
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;High-School;United-States;40-59
Female;>50K;White;Private;Never-married;Prof-specialty;Graduate;United-States;20-39
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Private;Married-civ-spouse;Exec-managerial;Undergraduate;United-States;20-39
Male;>50K;Asian-Pac-Islander;Government;Married-civ-spouse;Prof-specialty;Higher-education;*;*
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;Black;Private;Never-married;Sales;Higher-education;United-States;20-39
Male;<=50K;Amer-Indian-Eskimo;Non-Government;Married-civ-spouse;Other;High-School;North-America;*
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States;20-29
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;30-34
Male;<=50K;White;Private;Married-civ-spouse;Sales;High-School;United-States;20-39
Female;>50K;White;Non-Government;spouse-not-present;Nontechnical;*;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;35-39
Female;<=50K;Black;Private;Separated;Other-service;High-School;United-States;*
Male;<=50K;Black;Government;Married-civ-spouse;Other;High-School;United-States;20-39
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;11th;United-States;40-59
Female;<=50K;White;Private;Divorced;Technical;HS-grad;United-States;40-59
Male;>50K;White;Local-gov;Married-civ-spouse;Technical;Higher-education;North-America;*
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;35-39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Professional-Education;United-States;20-39
Male;<=50K;Black;Private;Never-married;Sales;Some-college;United-States;*
Male;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States;40-59
Male;<=50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Some-college;United-States;*
Male;<=50K;Black;Government;Married-civ-spouse;Other;Some-college;United-States;20-39
Male;<=50K;White;Private;Never-married;Machine-op-inspct;High-School;North-America;*
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;20-24
Female;<=50K;White;Private;*;Other;*;*;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Higher-education;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;High-School;United-States;30-34
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Higher-education;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States;20-39
Female;<=50K;White;Private;Separated;Adm-clerical;HS-grad;United-States;40-49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;Black;Federal-gov;Married-civ-spouse;*;Higher-education;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;50-54
