sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;Government;*;*;Bachelors;United-States;39
Male;<=50K;White;Non-Government;*;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;Private;*;Handlers-cleaners;HS-grad;United-States;38
Male;<=50K;Black;Non-Government;Married-civ-spouse;*;High-School;United-States;53
Female;<=50K;*;Private;*;*;*;North-America;28
Female;<=50K;White;*;*;Exec-managerial;Masters;United-States;37
Female;<=50K;Black;Private;spouse-not-present;*;High-School;Jamaica;40-49
Male;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;HS-grad;United-States;52
Female;*;White;Private;*;Prof-specialty;Higher-education;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Private;*;*;Undergraduate;United-States;37
Male;*;Asian-Pac-Islander;*;*;*;Higher-education;India;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;*;Black;Private;*;Nontechnical;Higher-education;United-States;32
*;<=50K;*;Private;*;*;*;Mexico;30-34
Male;<=50K;White;Self-emp-not-inc;*;Other;HS-grad;United-States;25
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;Private;*;*;High-School;United-States;38
Female;>50K;White;Non-Government;*;Exec-managerial;Masters;United-States;43
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
Female;<=50K;Black;*;*;Other;HS-grad;United-States;54
Male;<=50K;Black;*;*;Other;High-School;United-States;35
Male;<=50K;White;Private;Married-civ-spouse;*;11th;United-States;43
Female;<=50K;White;Private;spouse-not-present;Technical;HS-grad;United-States;59
Male;>50K;White;*;Married-civ-spouse;Technical;Bachelors;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;*;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;Government;*;*;Higher-education;United-States;23
Male;<=50K;Black;Private;*;Nontechnical;Some-college;United-States;20
Male;<=50K;White;Non-Government;*;Exec-managerial;Bachelors;United-States;45
Male;<=50K;White;Government;*;*;Some-college;United-States;30
Male;<=50K;*;Government;*;*;Some-college;United-States;22
*;<=50K;White;Private;spouse-not-present;Technical;*;Puerto-Rico;45-49
Male;<=50K;White;Private;*;Machine-op-inspct;Some-college;United-States;21
Female;<=50K;White;Private;*;Other;HS-grad;United-States;19
Male;<=50K;White;*;*;Technical;Higher-education;United-States;48
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;High-School;United-States;31
Male;*;White;*;*;Prof-specialty;Bachelors;United-States;53
Male;<=50K;White;Private;*;*;Bachelors;United-States;24
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;Black;Government;*;*;Higher-education;United-States;57
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
Female;<=50K;White;Private;spouse-not-present;*;Masters;United-States;44
Male;<=50K;White;*;*;*;Assoc-voc;United-States;41
Male;<=50K;White;Private;Never-married;Technical;Assoc-voc;United-States;29
Female;<=50K;*;Private;*;*;Some-college;United-States;25
*;>50K;White;Non-Government;*;*;*;North-America;45-49
Male;>50K;White;Government;*;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;Non-Government;*;Exec-managerial;HS-grad;United-States;47
Male;>50K;White;Private;Married-civ-spouse;Technical;Some-college;United-States;43
Male;<=50K;White;Private;*;*;*;Mexico;46
Male;<=50K;White;*;*;*;*;Puerto-Rico;35
Male;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;*;*;Nontechnical;Bachelors;United-States;30
Male;<=50K;White;Private;*;Transport-moving;HS-grad;United-States;48
Male;>50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Doctorate;United-States;42
Male;<=50K;White;Private;spouse-not-present;Tech-support;Some-college;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;Some-college;United-States;28
Female;>50K;White;*;Married-civ-spouse;*;HS-grad;United-States;53
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Nontechnical;Some-college;United-States;49
Male;<=50K;White;Private;Never-married;Technical;Some-college;United-States;19
Female;<=50K;*;Private;spouse-not-present;*;Higher-education;United-States;31
Male;>50K;White;Non-Government;*;Sales;Bachelors;United-States;29
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;23
Male;*;White;Non-Government;Married-civ-spouse;*;Higher-education;United-States;79
Male;<=50K;White;Private;*;*;HS-grad;Mexico;27
Male;<=50K;White;Private;*;*;Assoc-acdm;United-States;40
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;*;White;*;*;*;High-School;United-States;31
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;18
