sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;*;White;*;*;Adm-clerical;Bachelors;United-States;39
Male;*;White;*;*;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;Private;*;Nontechnical;HS-grad;United-States;38
Male;<=50K;*;Private;*;*;High-School;North-America;53
Female;<=50K;*;Private;*;*;Higher-education;North-America;25-29
Female;<=50K;White;Private;*;*;*;United-States;37
Female;<=50K;*;*;*;Other;High-School;*;40-49
Male;>50K;White;*;Married-civ-spouse;*;HS-grad;United-States;52
Female;*;White;*;*;*;Higher-education;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;*;Black;*;*;*;Higher-education;United-States;37
Male;*;Asian-Pac-Islander;*;Married-civ-spouse;*;Higher-education;Asia;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;*;*;*;*;*;*;United-States;32
Male;<=50K;*;*;*;*;*;North-America;30-34
Male;<=50K;*;Non-Government;*;Other;HS-grad;United-States;25
Male;<=50K;White;Private;*;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;Non-Government;*;*;High-School;United-States;38
Female;*;White;*;spouse-not-present;*;Masters;United-States;43
Male;>50K;White;*;Married-civ-spouse;Prof-specialty;Graduate;United-States;40
Female;<=50K;*;*;*;Other;HS-grad;United-States;54
*;*;*;*;*;*;High-School;United-States;35
Male;<=50K;White;Private;Married-civ-spouse;*;High-School;United-States;43
Female;<=50K;White;Private;spouse-not-present;*;HS-grad;United-States;59
Male;*;White;*;*;*;Bachelors;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Non-Government;*;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Non-Government;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;*;White;*;*;*;Higher-education;United-States;23
*;<=50K;*;Private;*;Sales;Some-college;United-States;20
Male;<=50K;White;*;*;Nontechnical;Bachelors;United-States;45
Male;<=50K;White;*;*;*;Undergraduate;United-States;30
Male;*;*;*;*;*;Some-college;United-States;22
*;<=50K;*;*;*;*;High-School;Puerto-Rico;45-49
