sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;Government;Never-married;Adm-clerical;Bachelors;United-States;30-39
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;40-49
Male;<=50K;White;Private;spouse-not-present;Handlers-cleaners;HS-grad;United-States;30-39
Male;<=50K;Black;Private;*;Handlers-cleaners;High-School;United-States;50-59
Female;<=50K;Black;Private;*;Technical;Undergraduate;North-America;20-39
Female;<=50K;White;Private;*;Nontechnical;Masters;United-States;20-39
Female;<=50K;Black;Private;spouse-not-present;Other;High-School;Jamaica;40-59
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;50-59
Female;>50K;White;Private;spouse-not-present;Prof-specialty;Masters;United-States;30-39
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Non-Government;Married-civ-spouse;Nontechnical;Undergraduate;United-States;30-39
Male;>50K;Asian-Pac-Islander;*;*;Prof-specialty;Higher-education;India;20-39
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;Black;Private;Never-married;Nontechnical;Higher-education;United-States;20-39
Male;<=50K;*;*;*;*;*;Mexico;20-39
Male;<=50K;White;Self-emp-not-inc;Never-married;Other;HS-grad;United-States;20-24
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;30-34
Male;<=50K;White;Private;Married-civ-spouse;Nontechnical;11th;United-States;30-39
Female;>50K;White;Non-Government;Divorced;Nontechnical;Masters;United-States;40-49
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;35-39
Female;<=50K;Black;Private;spouse-not-present;Other-service;HS-grad;United-States;50-54
Male;<=50K;Black;*;Married-civ-spouse;Other;High-School;North-America;30-39
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;11th;United-States;40-49
Female;<=50K;White;Non-Government;spouse-not-present;Technical;HS-grad;United-States;55-59
Male;>50K;White;Local-gov;Married-civ-spouse;Technical;Bachelors;United-States;40-59
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;35-39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;Government;Never-married;Other;Professional-Education;United-States;20-29
Male;<=50K;Black;Private;Never-married;Nontechnical;Some-college;United-States;15-19
Male;<=50K;White;Non-Government;Divorced;Exec-managerial;Bachelors;United-States;40-44
Male;<=50K;White;Government;Married-civ-spouse;*;Higher-education;United-States;20-29
Male;<=50K;Black;Government;Married-civ-spouse;Other;Some-college;United-States;20-29
Male;<=50K;White;Private;*;Technical;High-School;Puerto-Rico;40-59
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;20-24
Female;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;15-19
Male;<=50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Professional-Education;United-States;40-49
Male;<=50K;White;Non-Government;Married-civ-spouse;Machine-op-inspct;High-School;United-States;30-39
Male;<=50K;White;Non-Government;Married-civ-spouse;Technical;Bachelors;United-States;50-59
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States;20-29
Female;<=50K;White;Private;Separated;Adm-clerical;High-School;United-States;45-49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;Black;Government;Married-civ-spouse;*;Higher-education;United-States;50-59
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
Female;<=50K;White;Private;spouse-not-present;Exec-managerial;Masters;United-States;40-44
Male;<=50K;White;Government;Married-civ-spouse;Craft-repair;Higher-education;United-States;40-49
Male;<=50K;White;Private;spouse-not-present;Technical;Assoc-voc;United-States;25-29
Female;<=50K;Other;Private;*;*;Higher-education;North-America;20-29
Female;>50K;White;Non-Government;*;Prof-specialty;Higher-education;North-America;40-49
Male;>50K;White;Federal-gov;spouse-not-present;Exec-managerial;Bachelors;United-States;40-49
Male;<=50K;White;Non-Government;spouse-not-present;Nontechnical;HS-grad;United-States;40-49
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;5th-6th;Mexico;40-59
Male;<=50K;White;Non-Government;*;Other-service;Higher-education;North-America;30-39
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;25-29
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;45-49
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40-44
Male;<=50K;White;Private;spouse-not-present;Tech-support;Some-college;United-States;25-29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;25-29
Female;>50K;White;Non-Government;Married-civ-spouse;Other;HS-grad;United-States;50-59
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States;45-49
Male;<=50K;White;Private;Never-married;Technical;Some-college;United-States;19
Female;<=50K;Black;Private;spouse-not-present;Nontechnical;Bachelors;United-States;30-34
Male;>50K;White;Non-Government;Married-civ-spouse;Nontechnical;Bachelors;United-States;20-29
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;23
Male;<=50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Undergraduate;United-States;70-79
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;Mexico;20-29
Male;<=50K;White;Private;Married-civ-spouse;Other;Assoc-acdm;United-States;35-39
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;<=50K;White;Government;Married-civ-spouse;Other;High-School;United-States;30-34
Male;<=50K;White;Private;Never-married;Sales;High-School;United-States;18
Male;<=50K;White;Non-Government;Married-civ-spouse;Other;Bachelors;North-America;40-59
Female;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;55-59
Female;>50K;White;Private;Divorced;Technical;High-School;United-States;40-59
Female;<=50K;White;Private;Divorced;Sales;HS-grad;United-States;50-54
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;30-39
Male;<=50K;White;Private;Never-married;Sales;High-School;United-States;20-29
Female;>50K;White;Government;spouse-not-present;Prof-specialty;Doctorate;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Technical;Assoc-voc;United-States;50-59
Female;<=50K;White;Private;spouse-not-present;Craft-repair;Some-college;United-States;35-39
Female;<=50K;Black;Private;*;Technical;Undergraduate;North-America;20-39
Male;>50K;White;Government;Married-civ-spouse;Protective-serv;Bachelors;United-States;30-34
Male;<=50K;White;Government;*;Nontechnical;Some-college;United-States;25-29
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40-49
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;35-39
Female;<=50K;White;Private;*;*;Higher-education;Europe;40-59
Male;<=50K;Black;Government;Never-married;Other;HS-grad;United-States;30-39
Male;>50K;White;Non-Government;*;Nontechnical;Higher-education;United-States;70-79
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;44
Female;<=50K;White;Non-Government;spouse-not-present;Prof-specialty;Masters;United-States;40-49
Female;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States;20
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;29
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States;30-39
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th;United-States;20-29
Female;<=50K;White;Local-gov;spouse-not-present;Adm-clerical;HS-grad;United-States;30-34
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States;40-44
Male;<=50K;White;Private;Never-married;Sales;Bachelors;United-States;24
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school;United-States;38
Male;>50K;White;Non-Government;Married-civ-spouse;Other;High-School;North-America;40-59
Female;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;20-29
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;35-39
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;High-School;United-States;50-54
Male;<=50K;White;Non-Government;Married-civ-spouse;Sales;Some-college;United-States;50-59
Male;>50K;Black;Government;Married-civ-spouse;Technical;Higher-education;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;50-54
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;22
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;21
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;35-39
Male;<=50K;Black;*;*;*;Higher-education;*;20-39
Male;>50K;White;Government;spouse-present;Prof-specialty;Bachelors;United-States;25-29
Male;<=50K;Black;*;Never-married;Other-service;Some-college;United-States;15-19
Female;>50K;White;Private;Married-civ-spouse;Nontechnical;Bachelors;United-States;40-49
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;20
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Professional-Education;United-States;30-39
