sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;State-gov;Never-married;Adm-clerical;Bachelors;United-States;35-39
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;Private;Divorced;Handlers-cleaners;HS-grad;United-States;35-39
Male;<=50K;Black;Private;Married-civ-spouse;Handlers-cleaners;*;United-States;*
Female;<=50K;Black;Private;Married-civ-spouse;Prof-specialty;*;*;*
Female;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;30-39
Female;<=50K;Black;Private;Married-spouse-absent;Other-service;*;*;*
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;50-54
Female;>50K;White;Private;Never-married;Prof-specialty;Masters;United-States;30-34
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;30-39
Male;>50K;Asian-Pac-Islander;State-gov;Married-civ-spouse;Prof-specialty;Bachelors;India;20-39
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;Black;Private;Never-married;Sales;Higher-education;United-States;32
Male;<=50K;Amer-Indian-Eskimo;Private;Married-civ-spouse;Transport-moving;*;*;*
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States;25
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;Private;Married-civ-spouse;Sales;11th;United-States;20-39
Female;>50K;White;Self-emp-not-inc;Divorced;Exec-managerial;*;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
Female;<=50K;Black;Private;Separated;Other-service;HS-grad;United-States;50-54
Male;<=50K;Black;Federal-gov;Married-civ-spouse;Farming-fishing;*;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;11th;United-States;*
Female;<=50K;White;Private;Divorced;Tech-support;HS-grad;United-States;55-59
Male;>50K;White;Local-gov;Married-civ-spouse;Tech-support;Bachelors;United-States;*
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Assoc-acdm;United-States;20-39
Male;<=50K;Black;Private;Never-married;Sales;Some-college;United-States;20
Male;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States;45
Male;<=50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Some-college;United-States;20-39
Male;<=50K;Black;State-gov;Married-civ-spouse;Other-service;*;United-States;*
Male;<=50K;White;Private;Never-married;Machine-op-inspct;11th;*;*
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;21
Female;<=50K;White;Private;Married-AF-spouse;Adm-clerical;*;United-States;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;*;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;9th;United-States;30-34
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors;United-States;53
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States;20-24
Female;<=50K;White;Private;Separated;Adm-clerical;HS-grad;United-States;45-49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;Black;Federal-gov;Married-civ-spouse;*;Bachelors;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
Female;<=50K;White;Private;Divorced;Exec-managerial;Masters;United-States;*
Male;<=50K;White;State-gov;Married-civ-spouse;Craft-repair;Assoc-voc;United-States;*
Male;<=50K;White;Private;Never-married;Prof-specialty;Assoc-voc;United-States;25-29
Female;<=50K;Other;Private;Married-civ-spouse;*;*;United-States;*
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school;*;*
Male;>50K;White;Federal-gov;Divorced;Exec-managerial;Bachelors;United-States;45-49
Male;<=50K;White;Self-emp-inc;Divorced;Exec-managerial;HS-grad;United-States;40-49
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;5th-6th;Mexico;46
Male;<=50K;White;Private;Married-civ-spouse;Other-service;Assoc-voc;*;*
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;20-39
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;48
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;42
Male;<=50K;White;Private;Divorced;Tech-support;Some-college;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;28
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;50-54
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States;49
Male;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States;19
Female;<=50K;Black;Private;Separated;Sales;*;United-States;*
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Bachelors;United-States;*
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;23
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States;70-79
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;Mexico;25-29
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Assoc-acdm;United-States;35-39
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;<=50K;White;Local-gov;Married-civ-spouse;Farming-fishing;*;United-States;*
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;18
Male;<=50K;White;Private;Married-civ-spouse;Other-service;Bachelors;*;*
Female;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States;46
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;59
Female;>50K;White;Private;Divorced;Craft-repair;*;United-States;*
Female;<=50K;White;Private;Divorced;Sales;HS-grad;United-States;53
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States;49
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;33
Male;<=50K;White;Private;Never-married;Sales;9th;United-States;20-29
Female;>50K;White;Federal-gov;Never-married;Prof-specialty;Doctorate;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-voc;United-States;57
Female;<=50K;White;Private;Divorced;Craft-repair;Some-college;United-States;35-39
Female;<=50K;Black;Private;Divorced;Machine-op-inspct;Some-college;United-States;20-39
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Bachelors;United-States;30-34
Male;<=50K;White;Local-gov;Never-married;Handlers-cleaners;Some-college;United-States;25-29
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Doctorate;United-States;45-49
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;37
Female;<=50K;White;Private;Divorced;Exec-managerial;Assoc-acdm;*;*
Male;<=50K;Black;Federal-gov;Never-married;*;HS-grad;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;44
Female;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Masters;United-States;40-49
Female;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States;20
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;29
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States;32
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th;United-States;30
Female;<=50K;White;Local-gov;Never-married;Adm-clerical;HS-grad;United-States;31
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States;42
Male;<=50K;White;Private;Never-married;Sales;Bachelors;United-States;24
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school;United-States;38
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Other-service;HS-grad;*;*
Female;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;28
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;36
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;9th;United-States;50-54
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Sales;Some-college;United-States;50-59
Male;>50K;Black;Local-gov;Married-civ-spouse;Craft-repair;Higher-education;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;55
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;22
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;21
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;35-39
Male;<=50K;Black;Private;Never-married;Exec-managerial;Bachelors;*;*
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States;25-29
Male;<=50K;Black;Private;Never-married;Other-service;Some-college;United-States;19
Female;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;45-49
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;20
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Assoc-acdm;United-States;30-34
Male;<=50K;White;Private;Divorced;Craft-repair;Some-college;United-States;35-39
Female;<=50K;White;Private;Never-married;Sales;Assoc-acdm;United-States;28
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;24
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States;38
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;35-39
Female;<=50K;Black;Private;Divorced;Tech-support;*;United-States;*
Male;>50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Masters;*;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States;43
