QIs,k,metric,QI,gen. intensity,granularity,n.u. entropy,sq. err.
9,2,Non-Uniform Entropy,sex,0.9890590809628009,0.9890590809628008,0.9879639531673864,0.9890590809628009
9,2,Non-Uniform Entropy,salary-class,0.9853457993501757,0.9853457993501757,0.9818986918009861,0.9853457993501757
9,2,Non-Uniform Entropy,race,0.9964856441880512,0.9964856441881883,0.9896886579461383,0.9973327844711614
9,2,Non-Uniform Entropy,workclass,0.9865559313042902,0.990982030369339,0.9711952481104654,0.9957300942580124
9,2,Non-Uniform Entropy,marital-status,0.9886446522113919,0.9858652167185594,0.9746335677234218,0.9900737801863592
9,2,Non-Uniform Entropy,occupation,0.9858928453020357,0.9893855233023574,0.982853121866186,0.9847058836077178
9,2,Non-Uniform Entropy,education,0.9619499149039628,0.9720796587317375,0.9367952077967553,0.9660227622257346
9,2,Non-Uniform Entropy,native-country,0.9430077581062264,0.9566350043100781,0.6457244371357054,0.945523397125306
9,2,Non-Uniform Entropy,age,0.7389098866122936,0.8624645768070599,0.6925925331181455,0.0
9,3,Non-Uniform Entropy,sex,0.98783237185863,0.9878323718586302,0.9866179699481079,0.98783237185863
9,3,Non-Uniform Entropy,salary-class,0.9810688946356343,0.9810688946356343,0.9766157825471934,0.9810688946356343
9,3,Non-Uniform Entropy,race,0.9944300775810623,0.9944300775812001,0.9836856023674482,0.9957265138623064
9,3,Non-Uniform Entropy,workclass,0.9783005105762217,0.9843606430039691,0.9539879512025248,0.9922321606957373
9,3,Non-Uniform Entropy,marital-status,0.9798919169816325,0.9750624405985174,0.9558943641891317,0.9824892521229794
9,3,Non-Uniform Entropy,occupation,0.9758139380677674,0.9795055418687797,0.9716657739662292,0.9726274459334019
9,3,Non-Uniform Entropy,education,0.9297570894945084,0.9465176933448268,0.8882773624128667,0.9329900031296458
9,3,Non-Uniform Entropy,native-country,0.920893839931039,0.9362252171606823,0.5431350329390349,0.9262246552982752
9,3,Non-Uniform Entropy,age,0.610080564949274,0.7599193312341456,0.5560301559979245,0.0
9,4,Non-Uniform Entropy,sex,0.9871361315562629,0.9871361315562628,0.9858705045254013,0.9871361315562629
9,4,Non-Uniform Entropy,salary-class,0.9801405742324779,0.980140574232478,0.9755603090590038,0.9801405742324779
9,4,Non-Uniform Entropy,race,0.9946621576818513,0.9946621576819885,0.9842498245038253,0.9962760833308578
9,4,Non-Uniform Entropy,workclass,0.972133810755255,0.9795580058162116,0.9416629622531792,0.989531304099507
9,4,Non-Uniform Entropy,marital-status,0.9750679663152311,0.9687686492937974,0.9439682398265474,0.9782689503689009
9,4,Non-Uniform Entropy,occupation,0.9652211391817519,0.9702172371756722,0.9589855766999154,0.9617069370135819
9,4,Non-Uniform Entropy,education,0.9066595937493087,0.9271688437990407,0.8550174639340883,0.9112876785661465
9,4,Non-Uniform Entropy,native-country,0.9014985743650952,0.9169037199124869,0.4778447692173844,0.9092678437922357
9,4,Non-Uniform Entropy,age,0.5400835488362841,0.6975463808564384,0.4843109077030163,0.0
9,5,Non-Uniform Entropy,sex,0.9869372057555865,0.9869372057555865,0.9856296895392431,0.9869372057555865
9,5,Non-Uniform Entropy,salary-class,0.9758968238180492,0.9758968238180492,0.9703591917693097,0.9758968238180492
9,5,Non-Uniform Entropy,race,0.993137059876666,0.9931370598768041,0.9795046130747926,0.995170578724235
9,5,Non-Uniform Entropy,workclass,0.9675916716398116,0.9772466774654959,0.9309093354906158,0.9889654003742705
9,5,Non-Uniform Entropy,marital-status,0.9659008023340627,0.956573392569017,0.9220289868351761,0.9711437493351022
9,5,Non-Uniform Entropy,occupation,0.9600822226642796,0.9655042258981141,0.9531957655930235,0.9556478090544553
9,5,Non-Uniform Entropy,education,0.885706076078066,0.9102225758680901,0.8250269454771328,0.8913804013020815
9,5,Non-Uniform Entropy,native-country,0.8960612691466083,0.9122629467542076,0.4621015448839756,0.9032810881721305
9,5,Non-Uniform Entropy,age,0.49089085604402893,0.649910014540956,0.4343291531612792,0.0
9,6,Non-Uniform Entropy,sex,0.9830913069425105,0.9830913069425105,0.981400693905283,0.9830913069425105
9,6,Non-Uniform Entropy,salary-class,0.9756315894171474,0.9756315894171474,0.9699486627347168,0.9756315894171474
9,6,Non-Uniform Entropy,race,0.9930044426762151,0.9930044426763527,0.9791970380841672,0.9951238971477557
9,6,Non-Uniform Entropy,workclass,0.9642928187785956,0.9743385717127512,0.9245893720990196,0.9869559714349373
9,6,Non-Uniform Entropy,marital-status,0.963762349976792,0.9545344031120894,0.9190689569571475,0.9693064412167786
9,6,Non-Uniform Entropy,occupation,0.951959419136662,0.9579424951416429,0.9439084729224667,0.947391211758043
9,6,Non-Uniform Entropy,education,0.8659129589107686,0.8940609597064739,0.7964104311663243,0.8694044137313051
9,6,Non-Uniform Entropy,native-country,0.888767323121809,0.9061948809760754,0.4434423670289376,0.8944944994789439
9,6,Non-Uniform Entropy,age,0.4509150586831112,0.6098073768652188,0.39541218415317525,0.0
9,7,Non-Uniform Entropy,sex,0.9854784165506266,0.9854784165506265,0.9840270457965378,0.9854784165506266
9,7,Non-Uniform Entropy,salary-class,0.974106491611962,0.9741064916119622,0.9680240729496642,0.974106491611962
9,7,Non-Uniform Entropy,race,0.9941316888800478,0.9941316888801854,0.9825351514362468,0.9959471904056629
9,7,Non-Uniform Entropy,workclass,0.9588555135601088,0.9702795381132362,0.9128632852948101,0.9850542838702794
9,7,Non-Uniform Entropy,marital-status,0.9554737749486109,0.9430519638397328,0.8977906187181869,0.9626568376523007
9,7,Non-Uniform Entropy,occupation,0.9442510443604536,0.9511458636185414,0.934881941201052,0.9378881612183814
9,7,Non-Uniform Entropy,education,0.8530159361669196,0.8824547443803461,0.7800483349686438,0.8537251575320519
9,7,Non-Uniform Entropy,native-country,0.8883860486705125,0.9056884490418535,0.4380847335631547,0.8949933777233778
9,7,Non-Uniform Entropy,age,0.4213911544327299,0.5831365843301013,0.3655933790122289,0.0
9,8,Non-Uniform Entropy,sex,0.9851137192493866,0.9851137192493866,0.9836284283294476,0.9851137192493866
9,8,Non-Uniform Entropy,salary-class,0.9679066374908826,0.9679066374908825,0.9605337698217257,0.9679066374908826
9,8,Non-Uniform Entropy,race,0.9932696770771169,0.9932696770772547,0.9801327817837804,0.9953360861317524
9,8,Non-Uniform Entropy,workclass,0.9557887407996817,0.9675750944897553,0.9072285572369555,0.9830113818825034
9,8,Non-Uniform Entropy,marital-status,0.9534347854916783,0.9409742943660042,0.8946859679877763,0.9607143974618114
9,8,Non-Uniform Entropy,occupation,0.9385650818911213,0.9458462762620637,0.9282216337136034,0.9316697602835059
9,8,Non-Uniform Entropy,education,0.8451252127400917,0.877147846075636,0.7696149966826503,0.8502202852755857
9,8,Non-Uniform Entropy,native-country,0.8823022345998276,0.898401133877076,0.4204794376429929,0.8914162020737066
