sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;*;*;Adm-clerical;Bachelors;United-States;39
Male;<=50K;White;*;*;*;Bachelors;United-States;50
Male;<=50K;White;Private;spouse-not-present;Nontechnical;HS-grad;United-States;38
Male;<=50K;Black;Private;*;*;High-School;United-States;53
Female;<=50K;*;Private;*;*;*;North-America;28
Female;<=50K;White;*;*;*;Graduate;United-States;37
Female;<=50K;Black;Private;*;Other;*;Jamaica;40-59
Male;>50K;White;Non-Government;Married-civ-spouse;*;HS-grad;United-States;52
Female;*;*;Non-Government;*;*;Higher-education;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Private;*;*;*;United-States;37
Male;*;Asian-Pac-Islander;*;*;Prof-specialty;Higher-education;Asia;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;*;*;*;*;*;United-States;32
Male;*;*;Private;*;*;*;*;34
Male;<=50K;White;Self-emp-not-inc;*;*;HS-grad;United-States;25
Male;<=50K;White;Non-Government;*;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;Private;Married-civ-spouse;*;High-School;United-States;38
Female;*;White;Non-Government;*;Exec-managerial;Masters;United-States;43
Male;>50K;White;Private;*;Prof-specialty;Graduate;United-States;40
Female;<=50K;Black;*;*;Other;High-School;United-States;54
Male;<=50K;Black;*;*;*;High-School;United-States;35
Male;<=50K;White;Non-Government;*;*;11th;United-States;43
Female;<=50K;White;Private;spouse-not-present;*;HS-grad;United-States;59
Male;>50K;White;*;Married-civ-spouse;*;*;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;*;Nontechnical;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;*;*;*;Professional-Education;United-States;23
Male;<=50K;*;Private;Never-married;*;Some-college;United-States;20
Male;<=50K;White;Private;*;Nontechnical;Bachelors;United-States;45
Male;<=50K;White;*;*;*;Some-college;United-States;30
Male;*;*;*;*;*;Higher-education;United-States;22
Male;*;White;Private;*;*;*;North-America;48
Male;<=50K;White;Private;Never-married;Technical;Some-college;United-States;21
Female;<=50K;White;Private;*;*;HS-grad;United-States;19
Male;<=50K;White;Non-Government;*;*;Professional-Education;United-States;48
Male;<=50K;White;Private;*;Machine-op-inspct;High-School;United-States;31
Male;<=50K;White;*;*;*;Higher-education;United-States;53
Male;<=50K;White;Private;Married-civ-spouse;Technical;Bachelors;United-States;24
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;Black;*;*;*;*;United-States;57
Male;<=50K;White;Private;*;Machine-op-inspct;HS-grad;United-States;53
Female;<=50K;White;Private;spouse-not-present;*;Higher-education;United-States;44
Male;<=50K;White;*;*;*;Professional-Education;United-States;41
Male;<=50K;White;Private;spouse-not-present;Technical;Assoc-voc;United-States;29
Female;<=50K;*;*;*;*;Higher-education;United-States;25
Female;*;*;Non-Government;*;*;*;*;40-49
Male;>50K;White;*;*;Nontechnical;Bachelors;United-States;50
Male;<=50K;White;Non-Government;*;*;HS-grad;United-States;47
Male;>50K;White;Private;Married-civ-spouse;Technical;Some-college;United-States;43
Male;<=50K;White;Private;Married-civ-spouse;*;5th-6th;Mexico;40-49
Male;<=50K;White;Private;*;*;*;North-America;35
Male;<=50K;White;Private;*;Other;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;Private;*;Sales;Bachelors;United-States;30
Male;<=50K;White;Private;*;Transport-moving;HS-grad;United-States;48
Male;*;White;Non-Government;*;Prof-specialty;Doctorate;United-States;42
Male;<=50K;White;Private;*;Technical;Some-college;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Female;<=50K;White;Private;*;Other;Some-college;United-States;28
Female;>50K;White;*;Married-civ-spouse;*;HS-grad;United-States;50-54
Male;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;Some-college;United-States;49
Male;<=50K;White;Private;Never-married;Technical;Some-college;United-States;19
Female;<=50K;Black;*;*;*;Higher-education;United-States;31
Male;>50K;White;Non-Government;*;*;Higher-education;United-States;29
Male;<=50K;White;Private;*;Machine-op-inspct;Some-college;United-States;23
Male;*;White;Non-Government;*;*;*;United-States;79
Male;<=50K;White;Private;*;*;High-School;Mexico;27
Male;<=50K;White;Non-Government;*;*;Assoc-acdm;United-States;40
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;<=50K;White;Government;*;Other;*;United-States;31
Male;<=50K;White;Private;Never-married;Nontechnical;HS-grad;United-States;18
Male;*;White;Private;Married-civ-spouse;*;*;North-America;52
Female;<=50K;White;Private;*;Other;HS-grad;United-States;46
Male;<=50K;White;Non-Government;*;Nontechnical;HS-grad;United-States;59
Female;>50K;White;*;*;*;HS-grad;United-States;44
Female;<=50K;White;Private;*;Sales;HS-grad;United-States;53
Male;>50K;White;*;Married-civ-spouse;Other;HS-grad;United-States;49
Male;<=50K;White;*;*;Technical;Masters;United-States;33
Male;<=50K;White;Non-Government;spouse-not-present;*;High-School;North-America;30
Female;>50K;White;*;*;Prof-specialty;Higher-education;United-States;43
Male;<=50K;White;*;*;Technical;Higher-education;United-States;57
Female;<=50K;White;Private;spouse-not-present;*;Some-college;United-States;37
Female;<=50K;Black;*;spouse-not-present;Technical;Undergraduate;United-States;28
Male;>50K;White;Government;Married-civ-spouse;*;Undergraduate;United-States;34
Male;<=50K;White;*;*;*;Some-college;United-States;29
Male;>50K;White;*;*;Prof-specialty;Doctorate;United-States;48
