sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;*;spouse-not-present;*;Higher-education;United-States;39
Male;<=50K;White;Self-emp-not-inc;*;*;Bachelors;United-States;50
Male;<=50K;White;Private;spouse-not-present;*;HS-grad;United-States;38
Male;<=50K;Black;Non-Government;*;*;High-School;United-States;53
Female;<=50K;*;*;*;*;*;North-America;28
Female;<=50K;White;Non-Government;*;*;Higher-education;United-States;37
Female;<=50K;Black;Private;*;*;*;Jamaica;40-59
Male;>50K;White;Non-Government;*;*;HS-grad;United-States;52
*;>50K;White;*;*;*;Higher-education;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;*;Black;Private;*;*;Some-college;United-States;37
Male;*;Asian-Pac-Islander;*;Married-civ-spouse;*;Higher-education;Asia;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;*;*;*;*;Higher-education;United-States;32
Male;*;*;Private;*;*;*;North-America;34
Male;<=50K;White;*;*;*;HS-grad;United-States;25
Male;<=50K;White;Private;*;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;Private;*;*;High-School;United-States;38
Female;*;White;Non-Government;spouse-not-present;*;Masters;United-States;43
Male;>50K;White;*;Married-civ-spouse;Prof-specialty;Graduate;United-States;40
Female;<=50K;*;*;*;Other;HS-grad;United-States;54
Male;<=50K;*;*;*;Other;High-School;United-States;35
Male;<=50K;White;Private;Married-civ-spouse;*;High-School;United-States;43
Female;<=50K;White;Private;spouse-not-present;*;HS-grad;United-States;59
Male;>50K;White;*;*;*;Undergraduate;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Non-Government;*;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Private;*;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;*;*;*;*;United-States;23
Male;<=50K;*;Private;spouse-not-present;*;Some-college;United-States;20
Male;<=50K;White;Private;*;*;Bachelors;United-States;45
Male;<=50K;White;Government;*;*;Higher-education;United-States;30
Male;<=50K;Black;*;*;*;Some-college;United-States;22
Male;<=50K;White;Private;*;*;High-School;North-America;45-49
Male;<=50K;White;Private;Never-married;Technical;Some-college;United-States;21
Female;<=50K;White;Private;*;*;HS-grad;United-States;19
Male;*;White;*;*;*;*;United-States;48
Male;<=50K;White;Private;*;Machine-op-inspct;High-School;United-States;31
Male;<=50K;White;*;*;*;Undergraduate;United-States;53
Male;<=50K;White;Private;*;Technical;Bachelors;United-States;24
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;*;*;*;*;Higher-education;United-States;57
Male;<=50K;White;Private;*;Machine-op-inspct;HS-grad;United-States;53
Female;<=50K;White;Private;spouse-not-present;*;Higher-education;United-States;44
Male;<=50K;White;*;*;*;Professional-Education;United-States;41
Male;<=50K;White;Private;*;Technical;Assoc-voc;United-States;29
Female;<=50K;*;Private;*;*;Some-college;United-States;25
Female;*;*;*;*;*;*;North-America;45-49
Male;>50K;White;Government;*;*;Bachelors;United-States;50
Male;*;White;*;*;*;High-School;United-States;47
Male;>50K;White;Private;Married-civ-spouse;*;Some-college;United-States;43
Male;<=50K;White;Private;*;*;Primary-School;Mexico;45-49
Male;<=50K;*;Private;*;*;*;North-America;35
Male;<=50K;White;Private;*;Other;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;Private;*;*;Bachelors;United-States;30
Male;<=50K;White;Private;*;Other;HS-grad;United-States;48
Male;>50K;White;Non-Government;*;Prof-specialty;Higher-education;United-States;42
Male;<=50K;White;Private;spouse-not-present;Technical;Some-college;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;Some-college;United-States;28
*;*;*;*;*;*;*;United-States;50-54
Male;>50K;White;Non-Government;*;Exec-managerial;Some-college;United-States;49
Male;<=50K;White;Private;Never-married;Technical;Some-college;United-States;19
Female;<=50K;Black;Private;spouse-not-present;*;*;United-States;31
Male;>50K;White;Non-Government;*;Sales;Bachelors;United-States;29
Male;<=50K;White;Private;Never-married;Technical;Some-college;United-States;23
Male;*;White;*;*;*;*;United-States;79
Male;<=50K;White;Non-Government;*;*;High-School;Mexico;27
Male;<=50K;White;Non-Government;Married-civ-spouse;*;Professional-Education;United-States;40
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;*;White;*;*;*;High-School;United-States;31
Male;<=50K;White;Private;Never-married;Nontechnical;HS-grad;United-States;18
Male;*;White;Private;*;*;*;North-America;52
Female;<=50K;White;Private;*;Other;HS-grad;United-States;46
Male;<=50K;White;Private;*;*;HS-grad;United-States;59
Female;*;White;Private;*;*;High-School;United-States;44
Female;<=50K;White;Private;*;*;HS-grad;United-States;53
Male;>50K;White;*;Married-civ-spouse;*;HS-grad;United-States;49
Male;<=50K;White;*;*;*;Masters;United-States;33
Male;<=50K;White;Private;*;Nontechnical;High-School;United-States;30
Female;>50K;White;*;*;*;Higher-education;United-States;43
Male;<=50K;White;Non-Government;*;Prof-specialty;Higher-education;United-States;57
Female;<=50K;White;Private;spouse-not-present;*;Some-college;United-States;37
*;*;Black;*;*;*;*;United-States;28
