QIs,k,metric,QI,gen. intensity,granularity,n.u. entropy,sq. err.
9,2,Loss,sex,0.9560705523506399,0.9560705523506399,0.9516734681799106,0.9560705523506399
9,2,Loss,salary-class,0.9658842251840064,0.9658842251840063,0.9578592003451576,0.9658842251840064
9,2,Loss,race,0.9828923811418341,0.9828923811419743,0.9510784719580779,0.9864326363632505
9,2,Loss,workclass,0.9580100789072342,0.974087546297612,0.9092217345805977,0.9895836057376989
9,2,Loss,marital-status,0.9787812479278563,0.9732997369758604,0.9523310486571752,0.9812714722870606
9,2,Loss,occupation,0.9601816855646177,0.973073607646919,0.9514610006057093,0.9583223862789175
9,2,Loss,education,0.9559268837168183,0.9695002541829675,0.919235187426637,0.9607726936031323
9,2,Loss,native-country,0.9767754127710364,0.9874759631324346,0.8266009779672432,0.9753164587545049
9,2,Loss,age,0.8302002519726809,0.9673664568234001,0.7732636588793144,0.9930062272677247
9,3,Loss,sex,0.9296134208606857,0.9296134208606857,0.9226142181391492,0.9296134208606857
9,3,Loss,salary-class,0.9444333930110735,0.9444333930110735,0.9317083363480984,0.9444333930110735
9,3,Loss,race,0.9693322723957297,0.9693322723958708,0.9119222639063312,0.9757892369259757
9,3,Loss,workclass,0.9295802665605729,0.957415669669499,0.8500720288795458,0.9837456968827177
9,3,Loss,marital-status,0.9640110072276374,0.9547996375129906,0.9202141440754212,0.9687957997234026
9,3,Loss,occupation,0.9345534115774816,0.9543541797371374,0.9206728918665799,0.9308755285249722
9,3,Loss,education,0.9266626881506549,0.9496739827155583,0.8696292259220654,0.9320589697239354
9,3,Loss,native-country,0.966282076785359,0.9814584576619761,0.753285416853001,0.9639229966705841
9,3,Loss,age,0.7432199456269478,0.9480616120759506,0.6722772525815385,0.9868646089470409
9,4,Loss,sex,0.9108149326967707,0.9108149326967707,0.9020196294504504,0.9108149326967707
9,4,Loss,salary-class,0.9337577083747762,0.9337577083747761,0.9184573342767719,0.9337577083747762
9,4,Loss,race,0.9603474570651813,0.9603474570653237,0.8855351757985223,0.9690437491247205
9,4,Loss,workclass,0.9062396392812148,0.9424015080470223,0.801344006991018,0.9772477413537547
9,4,Loss,marital-status,0.9547609574961873,0.9428972437725396,0.898857430946063,0.9615479446054106
9,4,Loss,occupation,0.9148763344605795,0.9406410511443676,0.8963749776477471,0.9098504291660104
9,4,Loss,education,0.9039409411400634,0.9339389518820591,0.8336621173192732,0.9093912745973503
9,4,Loss,native-country,0.959187056561236,0.9774020290431851,0.7088376573831627,0.9563433539972459
9,4,Loss,age,0.6922534977786619,0.9364827239305153,0.6173128912147514,0.9832958911771102
9,5,Loss,sex,0.8950003315430011,0.8950003315430011,0.8845718576104259,0.8950003315430011
9,5,Loss,salary-class,0.924872355944566,0.924872355944566,0.9077868660896629,0.924872355944566
9,5,Loss,race,0.9541476029441018,0.9541476029442456,0.8692127840486514,0.963654148931204
9,5,Loss,workclass,0.8936244280883231,0.9352212339083236,0.7768312647726784,0.9744883069227495
9,5,Loss,marital-status,0.9489423778264041,0.9346086687443707,0.8840131720115949,0.9565103661474728
9,5,Loss,occupation,0.8974869040514555,0.926736647743253,0.8764484777199945,0.8895701442806958
9,5,Loss,education,0.8867007050814447,0.9224056760161793,0.8070805673593799,0.8897264259383715
9,5,Loss,native-country,0.9558384722498509,0.9748847888071267,0.687387150208319,0.9528729183133516
9,5,Loss,age,0.6565877594323983,0.9274265766209284,0.5798274828621959,0.9798141546666861
9,6,Loss,sex,0.8853524302101983,0.8853524302101983,0.8740480595484157,0.8853524302101983
9,6,Loss,salary-class,0.9169816325177376,0.9169816325177376,0.8977630579249933,0.9169816325177376
9,6,Loss,race,0.9442344672103972,0.9442344672105413,0.8409042450035116,0.9558392286506053
9,6,Loss,workclass,0.8834957894038857,0.9290355887730067,0.7564571929436114,0.9723544000845195
9,6,Loss,marital-status,0.9405377627478284,0.9247949959110175,0.8680708325109425,0.9492474921620285
9,6,Loss,occupation,0.8839599496054639,0.9166475391858749,0.8605016512410908,0.8757333045125092
9,6,Loss,education,0.8736710651371424,0.9140198483743341,0.7874243213500913,0.8771654386995897
9,6,Loss,native-country,0.9533684768914528,0.9733514024269133,0.6745581512356877,0.9507003721402448
9,6,Loss,age,0.6269146608315099,0.9200954575929712,0.551500728544285,0.9773110877365547
9,7,Loss,sex,0.8728864133678138,0.8728864133678138,0.8604213950076863,0.8728864133678138
9,7,Loss,salary-class,0.90812943438764,0.90812943438764,0.8868454305011241,0.90812943438764
9,7,Loss,race,0.9383993103905577,0.938399310390702,0.824504075406642,0.950969491467881
9,7,Loss,workclass,0.8768980836814535,0.925166008316993,0.7419999660982142,0.9710207083106257
9,7,Loss,marital-status,0.9351501889795106,0.9184238445726958,0.8589530692814303,0.9442562218787351
9,7,Loss,occupation,0.8738478880710828,0.908588493927707,0.8488392475351754,0.8649816676093873
9,7,Loss,education,0.8646530955064804,0.9077956810998387,0.7723490354144906,0.8654968038518844
9,7,Loss,native-country,0.9513294874345203,0.9714259664478669,0.663047518056709,0.9496377395942239
9,7,Loss,age,0.6017091041708109,0.9138051826534023,0.5267828850803121,0.9750153906995735
9,8,Loss,sex,0.8695709833565414,0.8695709833565413,0.8566702848819246,0.8695709833565414
9,8,Loss,salary-class,0.9012996485644188,0.9012996485644189,0.8784148942858154,0.9012996485644188
9,8,Loss,race,0.9385650818911213,0.9385650818912668,0.8273238761447239,0.9504411408977291
9,8,Loss,workclass,0.8729527219680393,0.9217890060340826,0.7347315300687407,0.9685761297415357
9,8,Loss,marital-status,0.928071745905444,0.9104170810954789,0.8466587047981456,0.9377054925249845
9,8,Loss,occupation,0.8632219348849546,0.9011976353333492,0.8375534304009329,0.8547373577964299
9,8,Loss,education,0.848827442919343,0.8969277015228876,0.7517818368309108,0.8494390115201162
9,8,Loss,native-country,0.9500530468801803,0.9715030501956291,0.6592257055311895,0.9460298594111572
9,8,Loss,age,0.5798438432464691,0.907740289976217,0.5062314333809221,0.9725410696495138
9,9,Loss,sex,0.8564750348120151,0.8564750348120151,0.8424981874506674,0.8564750348120151
9,9,Loss,salary-class,0.8944698627411976,0.8944698627411976,0.8697730855312679,0.8944698627411976
9,9,Loss,race,0.931867913268351,0.9318679132684958,0.8091914162416995,0.9445528965918205
9,9,Loss,workclass,0.8619952257807838,0.9150160561539117,0.713663025054097,0.9662152337935529
9,9,Loss,marital-status,0.9213745772826736,0.9018411687996626,0.8333557502696654,0.9318581467969136
9,9,Loss,occupation,0.8555632915589152,0.8938577833545485,0.8282124335564272,0.8460128961337552
9,9,Loss,education,0.840837256592178,0.8903410472338262,0.7395488291241556,0.8412967613648235
9,9,Loss,native-country,0.9507658643326039,0.9718370797692647,0.6603718247543916,0.9482161435335743
9,9,Loss,age,0.5637888734168821,0.903471087775845,0.49079864853652877,0.9710167277936522
9,10,Loss,sex,0.8390690272528347,0.8390690272528347,0.8232575960681507,0.8390690272528347
9,10,Loss,salary-class,0.8873748425170744,0.8873748425170744,0.8617135117062495,0.8873748425170744
9,10,Loss,race,0.9260659107486241,0.9260659107487712,0.7929846975017478,0.939886860833733
9,10,Loss,workclass,0.8553975200583516,0.9103223545236674,0.7014413531319793,0.9636503614566215
9,10,Loss,marital-status,0.9187222332736555,0.8992385562408186,0.828014522593244,0.9299958072328363
9,10,Loss,occupation,0.8448876069226179,0.8875661173254651,0.8179085120823797,0.8402452946034548
9,10,Loss,education,0.8367703291116855,0.8902968415003426,0.7329864493306517,0.8375492536529254
