QIs,k,metric,QI,gen. intensity,granularity,n.u. entropy,sq. err.
9,2,Non-Uniform Entropy,sex,0.8212320137921889,0.8212320137921889,0.8033382893289309,0.8212320137921889
9,2,Non-Uniform Entropy,salary-class,0.8516676612956701,0.85166766129567,0.816775445967448,0.8516676612956701
9,2,Non-Uniform Entropy,race,0.870333532259134,0.8703335322591719,0.6942150192184569,0.8817470792186353
9,2,Non-Uniform Entropy,workclass,0.8708474239108812,0.8950382221717014,0.749778843935683,0.9331124809491282
9,2,Non-Uniform Entropy,marital-status,0.8739307738213646,0.8576796410495426,0.7963795612833144,0.8793722113404965
9,2,Non-Uniform Entropy,occupation,0.9324315363702672,0.9445073526036651,0.9208711048597008,0.9291541005147574
9,2,Non-Uniform Entropy,education,0.9523904250381279,0.9634904847158676,0.9162653542569543,0.9551831835633405
9,2,Non-Uniform Entropy,native-country,0.9861249254028247,0.9908676480339659,0.8966218508462338,0.9868731727471068
9,2,Non-Uniform Entropy,age,0.9888601551621246,0.9972833567422835,0.9850686365390059,0.998870852951749
9,3,Non-Uniform Entropy,sex,0.6942510443604535,0.6942510443604535,0.6641651208451449,0.6942510443604535
9,3,Non-Uniform Entropy,salary-class,0.7445461176314567,0.7445461176314567,0.6860427379822498,0.7445461176314567
9,3,Non-Uniform Entropy,race,0.7942775678005437,0.7942775678004513,0.5624112497336267,0.8059786368130912
9,3,Non-Uniform Entropy,workclass,0.7878124792785625,0.8212888497352392,0.6056414529627139,0.880085942051877
9,3,Non-Uniform Entropy,marital-status,0.8044559379351501,0.7825022655439513,0.7016218314193938,0.8129662889004312
9,3,Non-Uniform Entropy,occupation,0.8852198130097474,0.9005013950309874,0.8680860361931972,0.8786091060768684
9,3,Non-Uniform Entropy,education,0.9236456468403961,0.9401962734566673,0.8669119643916642,0.9256335774374262
9,3,Non-Uniform Entropy,native-country,0.9779358132749818,0.985119521251923,0.8352493111564634,0.9792743966207071
9,3,Non-Uniform Entropy,age,0.9824613752403687,0.9951685142653965,0.9775764522174953,0.9974147797863588
9,4,Non-Uniform Entropy,sex,0.6017173927458391,0.6017173927458392,0.5635683147300927,0.6017173927458391
9,4,Non-Uniform Entropy,salary-class,0.6699157880777137,0.6699157880777136,0.5968739584791913,0.6699157880777137
9,4,Non-Uniform Entropy,race,0.7509448975532127,0.7509448975530735,0.4986552045864884,0.7624077508392074
9,4,Non-Uniform Entropy,workclass,0.7397221669650553,0.7766584254549244,0.5253312211918622,0.8465532697415148
9,4,Non-Uniform Entropy,marital-status,0.7550891850673033,0.7298919169817368,0.6407693772203599,0.764643082872859
9,4,Non-Uniform Entropy,occupation,0.8476228366819176,0.8666508546159019,0.8262493439133805,0.8400017633793744
9,4,Non-Uniform Entropy,education,0.9003823795946312,0.9216254448201932,0.8258645677078482,0.8996262834805384
9,4,Non-Uniform Entropy,native-country,0.9733107884092567,0.9812611895763053,0.8058307954224602,0.9755439149909565
9,4,Non-Uniform Entropy,age,0.9773473244479809,0.9939414702693056,0.9714081011982553,0.0
9,5,Non-Uniform Entropy,sex,0.5499303759697634,0.5499303759697634,0.5081259169594503,0.5499303759697634
9,5,Non-Uniform Entropy,salary-class,0.611365294078642,0.611365294078642,0.5272385566889182,0.611365294078642
9,5,Non-Uniform Entropy,race,0.7138452357270738,0.7138452357269061,0.44797034431490945,0.7247590594086717
9,5,Non-Uniform Entropy,workclass,0.7035010940919038,0.7430731194407343,0.4687693330276661,0.8194181338147873
9,5,Non-Uniform Entropy,marital-status,0.7239738744115112,0.6969917998365387,0.6034294525038433,0.734969555504102
9,5,Non-Uniform Entropy,occupation,0.8079371394469863,0.8304973655083671,0.7821610232657596,0.7988272105080345
9,5,Non-Uniform Entropy,education,0.8846782927745694,0.9090378622107287,0.8028540453959152,0.8846389416874396
9,5,Non-Uniform Entropy,native-country,0.9702771699489424,0.9782507791260703,0.7861508909558867,0.9731680731704849
9,5,Non-Uniform Entropy,age,0.9744629003381738,0.99310491025232,0.9687823371867826,0.9967540795953219
9,6,Non-Uniform Entropy,sex,0.4987401365957165,0.4987401365957165,0.4536481082549597,0.4987401365957165
9,6,Non-Uniform Entropy,salary-class,0.5728068430475433,0.5728068430475433,0.4859039853684811,0.5728068430475433
9,6,Non-Uniform Entropy,race,0.6914329288508719,0.6914329288506882,0.41671463412827736,0.7022988554526204
9,6,Non-Uniform Entropy,workclass,0.6706783369803063,0.7101366904430362,0.4223330398211146,0.7904440722892323
9,6,Non-Uniform Entropy,marital-status,0.6930243352562828,0.6657493976969737,0.5717967340042021,0.7035363174988579
9,6,Non-Uniform Entropy,occupation,0.7738710960811617,0.7990568876783901,0.7453596902472772,0.7609220198799693
9,6,Non-Uniform Entropy,education,0.8749640828415407,0.9020356740269213,0.78580994898007,0.8721896536353018
9,6,Non-Uniform Entropy,native-country,0.9685863006431934,0.9768035939261498,0.7775771027493632,0.9724240137013725
9,6,Non-Uniform Entropy,age,0.9716696505536768,0.9925339195281564,0.9651692541416982,0.9966321149327322
9,7,Non-Uniform Entropy,sex,0.4611100059677741,0.46111000596777396,0.4128793543935285,0.4611100059677741
9,7,Non-Uniform Entropy,salary-class,0.5399509316358332,0.5399509316358331,0.4459876178065909,0.5399509316358332
9,7,Non-Uniform Entropy,race,0.6730654465884225,0.6730654465882345,0.3972222346109451,0.683312185164595
9,7,Non-Uniform Entropy,workclass,0.6558417876798621,0.6979359080015535,0.400496263502648,0.7818456829704821
9,7,Non-Uniform Entropy,marital-status,0.6701478681785027,0.6423093075172717,0.5471354461416634,0.6809066389652001
9,7,Non-Uniform Entropy,occupation,0.7513427491545653,0.7785037719392648,0.721115714985564,0.7396974737812863
