sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;Government;Never-married;Adm-clerical;Bachelors;United-States;20-39
Male;<=50K;White;Non-Government;Married-civ-spouse;Exec-managerial;Bachelors;United-States;45-49
Male;<=50K;White;Private;Divorced;Handlers-cleaners;HS-grad;United-States;20-39
Male;*;Black;Non-Government;Married-civ-spouse;Handlers-cleaners;High-School;United-States;40-59
Female;*;*;Private;Married-civ-spouse;Technical;*;North-America;20-39
*;*;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;20-39
Female;<=50K;Black;Non-Government;spouse-not-present;Other-service;High-School;North-America;40-59
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;High-School;United-States;40-59
Female;>50K;White;Private;Never-married;Prof-specialty;Graduate;United-States;20-39
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Private;Married-civ-spouse;Exec-managerial;Undergraduate;United-States;20-39
Male;*;Asian-Pac-Islander;Government;Married-civ-spouse;Technical;Higher-education;Asia;20-39
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;Black;Private;Never-married;Nontechnical;Higher-education;United-States;30-39
Male;*;*;*;Married-civ-spouse;*;*;North-America;20-39
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States;20-29
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;30-34
Male;<=50K;White;Private;Married-civ-spouse;Sales;High-School;United-States;20-39
*;*;*;Non-Government;spouse-not-present;Exec-managerial;Higher-education;United-States;40-59
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;35-39
Female;<=50K;Black;Private;Separated;Other;High-School;United-States;50-59
Male;*;Black;Government;Married-civ-spouse;Other;High-School;United-States;20-39
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;High-School;United-States;40-44
Female;<=50K;White;Private;Divorced;Technical;HS-grad;United-States;50-59
Male;*;White;Government;Married-civ-spouse;Tech-support;Undergraduate;United-States;40-59
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;35-39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Professional-Education;United-States;20-39
*;<=50K;Black;Private;Never-married;Sales;Some-college;United-States;15-19
Male;<=50K;White;Non-Government;Divorced;Exec-managerial;Bachelors;United-States;40-44
Male;<=50K;White;Government;Married-civ-spouse;Other;Some-college;United-States;20-29
Male;<=50K;Black;Government;Married-civ-spouse;Other;Some-college;United-States;20-39
Male;<=50K;White;Private;spouse-not-present;Technical;High-School;North-America;40-49
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;20-24
Female;<=50K;White;Private;*;Other;HS-grad;North-America;15-19
Male;<=50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Professional-Education;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;High-School;United-States;30-34
Male;<=50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Bachelors;United-States;50-59
Male;<=50K;White;Private;Married-civ-spouse;Technical;Bachelors;North-America;20-39
Female;<=50K;White;Private;Separated;Adm-clerical;HS-grad;United-States;40-49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;*;Black;Government;Married-civ-spouse;Prof-specialty;Undergraduate;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;50-54
Female;<=50K;White;Non-Government;Divorced;Exec-managerial;Masters;United-States;40-49
Male;<=50K;White;Government;Married-civ-spouse;Technical;Higher-education;United-States;40-49
*;<=50K;White;Private;Never-married;Prof-specialty;Assoc-voc;United-States;20-29
*;<=50K;*;Private;Married-civ-spouse;Nontechnical;Some-college;United-States;20-29
*;>50K;*;Private;Married-civ-spouse;Prof-specialty;Higher-education;North-America;40-49
*;>50K;White;Government;Divorced;Exec-managerial;Undergraduate;United-States;40-49
Male;<=50K;White;Non-Government;Divorced;Exec-managerial;HS-grad;United-States;40-59
Male;*;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Primary-School;Mexico;40-59
Male;<=50K;White;Non-Government;Married-civ-spouse;Other;Higher-education;North-America;20-39
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;25-29
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;45-49
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40-44
Male;<=50K;White;Private;Divorced;Technical;Some-college;United-States;25-29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;25-29
Female;>50K;White;Non-Government;Married-civ-spouse;Other;HS-grad;United-States;40-59
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States;40-59
Male;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States;15-19
Female;<=50K;Black;Private;spouse-not-present;Sales;Higher-education;United-States;20-39
*;>50K;White;Non-Government;Married-civ-spouse;Sales;Bachelors;United-States;25-29
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;20-24
Male;<=50K;White;Non-Government;Married-civ-spouse;Technical;Some-college;United-States;60-79
Male;<=50K;White;Private;Never-married;Other;HS-grad;Mexico;20-29
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Professional-Education;United-States;35-39
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;<=50K;White;Government;Married-civ-spouse;Other;High-School;United-States;30-39
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;15-19
Male;<=50K;White;Non-Government;Married-civ-spouse;Other;Undergraduate;North-America;40-59
Female;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;55-59
*;>50K;White;Private;Divorced;Technical;High-School;United-States;40-59
Female;<=50K;White;Private;Divorced;Sales;HS-grad;United-States;50-54
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;30-39
Male;<=50K;White;Private;Never-married;Sales;High-School;United-States;20-39
*;>50K;White;Government;Never-married;Prof-specialty;Graduate;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Higher-education;United-States;55-59
Female;<=50K;White;Private;Divorced;Craft-repair;Undergraduate;United-States;20-39
Female;<=50K;Black;Private;spouse-not-present;Technical;Some-college;United-States;20-39
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Undergraduate;United-States;30-34
Male;<=50K;White;Government;Never-married;Nontechnical;Undergraduate;United-States;20-39
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40-59
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;35-39
Female;<=50K;White;Private;Divorced;Nontechnical;Higher-education;Europe;40-59
Male;<=50K;Black;Government;Never-married;Other;HS-grad;United-States;20-39
Male;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;Masters;United-States;60-79
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;44
*;<=50K;White;Self-emp-not-inc;Never-married;Prof-specialty;Higher-education;United-States;40-59
Female;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States;15-19
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;29
Male;>50K;White;Non-Government;Married-civ-spouse;Craft-repair;HS-grad;United-States;30-39
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th;United-States;20-29
Female;<=50K;White;Government;Never-married;Adm-clerical;HS-grad;United-States;30-39
