sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;Government;Never-married;Adm-clerical;Bachelors;United-States;30-39
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;40-49
Male;<=50K;White;Private;Divorced;Handlers-cleaners;High-School;United-States;35-39
Male;*;Black;Private;Married-civ-spouse;Handlers-cleaners;High-School;United-States;40-59
*;*;*;Private;Married-civ-spouse;Technical;Higher-education;North-America;20-39
*;*;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;30-39
Female;<=50K;Black;Private;spouse-not-present;Other-service;High-School;North-America;40-59
Male;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;HS-grad;United-States;50-59
Female;>50K;White;Private;Never-married;Prof-specialty;Masters;United-States;20-39
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
*;>50K;Black;Private;Married-civ-spouse;Exec-managerial;Higher-education;United-States;20-39
*;*;Asian-Pac-Islander;Government;*;Technical;Higher-education;Asia;20-39
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
*;<=50K;Black;Private;Never-married;Sales;Professional-Education;United-States;20-39
*;<=50K;*;Private;*;*;High-School;North-America;20-39
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States;20-29
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;30-34
Male;<=50K;White;Private;Married-civ-spouse;Sales;High-School;United-States;20-39
*;*;*;Non-Government;spouse-not-present;Nontechnical;Higher-education;North-America;40-59
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;35-39
Female;<=50K;Black;Private;Separated;Other-service;HS-grad;United-States;40-59
*;<=50K;*;Government;Married-civ-spouse;Other;High-School;United-States;20-39
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;11th;United-States;40-49
Female;<=50K;White;Private;Divorced;Tech-support;HS-grad;United-States;40-59
Male;>50K;White;Government;Married-civ-spouse;Tech-support;Higher-education;United-States;40-59
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;35-39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Professional-Education;United-States;20-39
Male;<=50K;Black;Private;Never-married;Nontechnical;Some-college;United-States;15-19
Male;<=50K;White;Non-Government;Divorced;Exec-managerial;Bachelors;United-States;40-44
Male;*;White;Government;Married-civ-spouse;Other;Some-college;United-States;20-29
Male;<=50K;Black;Government;Married-civ-spouse;Other;Some-college;United-States;20-39
Male;<=50K;White;Private;spouse-not-present;Machine-op-inspct;High-School;North-America;40-59
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;20-24
Female;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;15-19
Male;<=50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Professional-Education;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;High-School;United-States;30-34
Male;<=50K;White;Non-Government;Married-civ-spouse;Technical;Bachelors;United-States;50-59
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States;20-29
Female;<=50K;White;Private;Separated;Adm-clerical;HS-grad;United-States;40-49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;*;Black;Government;Married-civ-spouse;Prof-specialty;Undergraduate;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
Female;<=50K;White;Private;Divorced;Exec-managerial;Masters;United-States;40-49
Male;*;White;Government;Married-civ-spouse;Craft-repair;Assoc-voc;United-States;40-49
Male;<=50K;White;Private;Never-married;Technical;Assoc-voc;United-States;20-29
*;<=50K;*;Private;Married-civ-spouse;Nontechnical;Some-college;United-States;20-29
*;>50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Higher-education;North-America;40-59
Male;>50K;White;Government;spouse-not-present;Exec-managerial;Bachelors;United-States;40-49
Male;<=50K;White;Non-Government;Divorced;Exec-managerial;HS-grad;United-States;40-59
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Primary-School;Mexico;40-59
*;<=50K;White;Private;Married-civ-spouse;Other-service;Higher-education;North-America;20-39
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;25-29
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;45-49
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40-44
*;<=50K;White;Private;Divorced;Tech-support;Some-college;United-States;25-29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;25-29
Female;>50K;White;Non-Government;Married-civ-spouse;Adm-clerical;HS-grad;United-States;40-59
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States;45-49
Male;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States;15-19
Female;<=50K;Black;Private;spouse-not-present;Sales;Higher-education;United-States;20-39
Male;>50K;White;Non-Government;Married-civ-spouse;Nontechnical;Bachelors;United-States;20-39
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;20-24
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Undergraduate;United-States;60-79
Male;<=50K;White;Private;Never-married;Other;HS-grad;Mexico;25-29
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Professional-Education;United-States;35-39
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;<=50K;White;Local-gov;Married-civ-spouse;Other;High-School;United-States;30-39
Male;<=50K;White;Private;Never-married;Sales;High-School;United-States;18
*;<=50K;White;Private;Married-civ-spouse;Other;Undergraduate;North-America;40-59
Female;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;55-59
Female;>50K;White;Private;Divorced;Technical;High-School;United-States;40-59
Female;<=50K;White;Private;Divorced;Sales;HS-grad;United-States;50-54
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;30-39
Male;<=50K;White;Non-Government;Never-married;Sales;High-School;United-States;20-29
Female;>50K;White;Government;Never-married;Prof-specialty;Higher-education;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Higher-education;United-States;55-59
Female;<=50K;White;Private;Divorced;Craft-repair;Some-college;United-States;20-39
Female;<=50K;Black;Private;spouse-not-present;Technical;Some-college;United-States;20-39
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Undergraduate;United-States;30-34
*;<=50K;White;Government;Never-married;Nontechnical;Some-college;United-States;20-29
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40-49
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;35-39
*;<=50K;White;Non-Government;spouse-not-present;Nontechnical;Higher-education;Europe;40-59
Male;<=50K;Black;Government;Never-married;Other-service;HS-grad;United-States;20-39
*;*;White;Non-Government;Married-civ-spouse;Exec-managerial;Higher-education;United-States;60-79
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;44
Female;<=50K;White;Non-Government;Never-married;Prof-specialty;Higher-education;United-States;40-49
Female;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States;20
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;29
Male;>50K;White;Non-Government;Married-civ-spouse;Craft-repair;HS-grad;United-States;20-39
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th;United-States;20-29
Female;<=50K;White;Government;Never-married;Adm-clerical;HS-grad;United-States;30-39
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States;40-44
Male;<=50K;White;Private;Never-married;Sales;Bachelors;United-States;24
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school;United-States;38
*;*;*;*;Married-civ-spouse;Other;HS-grad;*;40-59
Female;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;20-29
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;30-39
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;High-School;United-States;50-59
Male;<=50K;White;Non-Government;Married-civ-spouse;Sales;Higher-education;United-States;50-59
Male;*;Black;Government;Married-civ-spouse;Technical;Higher-education;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;50-54
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;22
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;21
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;35-39
*;*;*;*;Never-married;Exec-managerial;Higher-education;Europe;20-39
Male;*;White;Government;Married-civ-spouse;Prof-specialty;Undergraduate;United-States;20-29
Male;<=50K;*;Private;Never-married;Other-service;Some-college;United-States;15-19
Female;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;Higher-education;United-States;45-49
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;20
