sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;State-gov;Never-married;Adm-clerical;Bachelors;United-States;30-39
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;45-49
Male;<=50K;White;Private;Divorced;Handlers-cleaners;HS-grad;United-States;35-39
Male;<=50K;Black;Private;Married-civ-spouse;Handlers-cleaners;High-School;United-States;40-59
Female;*;Black;Private;Married-civ-spouse;Prof-specialty;*;North-America;*
Female;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;*
Female;<=50K;Black;Private;spouse-not-present;Other-service;High-School;North-America;40-59
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;40-59
Female;>50K;White;Private;Never-married;Prof-specialty;Masters;United-States;30-39
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Private;Married-civ-spouse;Exec-managerial;Some-college;North-America;*
Male;>50K;Asian-Pac-Islander;State-gov;Married-civ-spouse;Prof-specialty;Higher-education;India;*
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;Black;Private;Never-married;Sales;Higher-education;United-States;20-39
Male;*;Amer-Indian-Eskimo;Private;Married-civ-spouse;Other;*;North-America;*
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States;20-24
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;Private;Married-civ-spouse;Sales;11th;United-States;20-39
Female;>50K;White;*;spouse-not-present;Exec-managerial;Masters;United-States;40-59
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
Female;<=50K;Black;Private;Separated;Other-service;HS-grad;United-States;*
Male;<=50K;*;Federal-gov;Married-civ-spouse;Other;High-School;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;11th;United-States;40-59
Female;<=50K;White;Private;spouse-not-present;Tech-support;HS-grad;United-States;*
Male;>50K;White;Government;Married-civ-spouse;Tech-support;Higher-education;United-States;*
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;35-39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Professional-Education;United-States;*
Male;<=50K;Black;Private;Never-married;Sales;Some-college;United-States;15-19
