QIs,k,metric,QI,gen. intensity,granularity,n.u. entropy,sq. err.
9,2,Non-Uniform Entropy,sex,0.9771566872223327,0.9771566872223327,0.9748702313134998,0.9771566872223327
9,2,Non-Uniform Entropy,salary-class,0.9619720177707048,0.961972017770705,0.9530267214471326,0.9619720177707048
9,2,Non-Uniform Entropy,race,0.964127047278032,0.9641270472781739,0.8991826537212064,0.9708452335988524
9,2,Non-Uniform Entropy,workclass,0.8779755984351171,0.9021521877101746,0.7606107102980575,0.9392139900605967
9,2,Non-Uniform Entropy,marital-status,0.784729129368079,0.7660964127048396,0.6988649276962087,0.7875894091953016
9,2,Non-Uniform Entropy,occupation,0.8174524235793382,0.8419177467318109,0.7970183669877069,0.8122900431992395
9,2,Non-Uniform Entropy,education,0.9355369891474937,0.9494617951948368,0.8949083070225052,0.9401664690211614
9,2,Non-Uniform Entropy,native-country,0.9877163318082355,0.992391916981648,0.906937437413653,0.9881007690283004
9,2,Non-Uniform Entropy,age,0.9929547112260461,0.9982876976113547,0.9905339525457528,0.9992891443525755
9,3,Non-Uniform Entropy,sex,0.972912936807904,0.9729129368079039,0.9702506648121023,0.972912936807904
9,3,Non-Uniform Entropy,salary-class,0.9472846628207678,0.9472846628207678,0.9349172124394693,0.9472846628207678
9,3,Non-Uniform Entropy,race,0.9510974073337312,0.9510974073338754,0.8623282054112111,0.9604967768493331
9,3,Non-Uniform Entropy,workclass,0.8049200981367284,0.8371602868320593,0.6307189831544406,0.8936184679176521
9,3,Non-Uniform Entropy,marital-status,0.6625058020025197,0.6396514377915727,0.5645710871364575,0.662468476023004
9,3,Non-Uniform Entropy,occupation,0.6902559511968702,0.7229958225581409,0.6635532519061262,0.6871196157823876
9,3,Non-Uniform Entropy,education,0.8937957253055702,0.9149570099241872,0.8302179317677529,0.8968234612971626
9,3,Non-Uniform Entropy,native-country,0.9764936012200782,0.984172137126202,0.8273593623175519,0.9781820779697097
9,3,Non-Uniform Entropy,age,0.9888021351369273,0.9974628588115808,0.9853458767447346,0.9990816079774945
9,4,Non-Uniform Entropy,sex,0.9722830051057623,0.9722830051057623,0.9695239149975782,0.9722830051057623
9,4,Non-Uniform Entropy,salary-class,0.9365758238843578,0.9365758238843578,0.9218401268403567,0.9365758238843578
9,4,Non-Uniform Entropy,race,0.9410185000994629,0.9410185000996075,0.8337786315026354,0.9523253790756199
9,4,Non-Uniform Entropy,workclass,0.7544758305152178,0.789962772457302,0.5459763908487032,0.8578922649015213
9,4,Non-Uniform Entropy,marital-status,0.5936111663682779,0.5695798245033153,0.49553415622899466,0.5922452581054951
9,4,Non-Uniform Entropy,occupation,0.6070718122140442,0.639332221389004,0.5791368384891937,0.6031429393187738
9,4,Non-Uniform Entropy,education,0.8601883164246371,0.8862475963132418,0.7785657648830678,0.8626964638726563
9,4,Non-Uniform Entropy,native-country,0.9699953583979842,0.9790241031761994,0.7829573071892437,0.9729104107805026
9,4,Non-Uniform Entropy,age,0.9856276109011339,0.9963031280914763,0.98168801441385,0.9983679332360398
9,5,Non-Uniform Entropy,sex,0.970260592798886,0.9702605927988861,0.9672993539635015,0.970260592798886
9,5,Non-Uniform Entropy,salary-class,0.9396260194947285,0.9396260194947286,0.9255155266733702,0.9396260194947285
9,5,Non-Uniform Entropy,race,0.9298455009614747,0.9298455009616202,0.8033266118806217,0.9430569642546438
9,5,Non-Uniform Entropy,workclass,0.7243883031629202,0.7604933359856774,0.49948132356741815,0.8340134289686222
9,5,Non-Uniform Entropy,marital-status,0.5434155559976128,0.5199920429680189,0.4506291824563533,0.5394213981314026
9,5,Non-Uniform Entropy,occupation,0.5333863802135137,0.5645259190115597,0.5066401453079208,0.5303662105226109
9,5,Non-Uniform Entropy,education,0.833675927767831,0.8632959794885396,0.7430695840058703,0.8355475628582002
9,5,Non-Uniform Entropy,native-country,0.965270870631921,0.9752097009482309,0.7497308695105555,0.9683411341699918
9,5,Non-Uniform Entropy,age,0.9834891585438631,0.9956169345467192,0.979140567774625,0.9978658570287805
9,6,Non-Uniform Entropy,sex,0.9685034148929116,0.9685034148929117,0.9653641795239271,0.9685034148929116
9,6,Non-Uniform Entropy,salary-class,0.9308069756647437,0.9308069756647437,0.9146989529419999,0.9308069756647437
9,6,Non-Uniform Entropy,race,0.9236124925402824,0.9236124925404277,0.7897025959298088,0.9367719265486613
9,6,Non-Uniform Entropy,workclass,0.710927657317154,0.7468906002822853,0.4777126027856614,0.8231744374697304
9,6,Non-Uniform Entropy,marital-status,0.5066142828724886,0.4831134098092408,0.41459815920769816,0.5024975125000782
9,6,Non-Uniform Entropy,occupation,0.48740136595716466,0.5222465353755047,0.46095001115358136,0.4884635526192761
9,6,Non-Uniform Entropy,education,0.808279733881486,0.8417081095418075,0.7088667602589759,0.8091737300888443
9,6,Non-Uniform Entropy,native-country,0.9616902062197467,0.9713430806975848,0.7299901886624492,0.9663535519327096
9,6,Non-Uniform Entropy,age,0.9824365095152842,0.9951608117512288,0.9778528701408982,0.9972884976923606
9,7,Non-Uniform Entropy,sex,0.9631324182746502,0.9631324182746501,0.9594482265595172,0.9631324182746502
9,7,Non-Uniform Entropy,salary-class,0.9289834891585439,0.9289834891585438,0.9123184960431835,0.9289834891585439
9,7,Non-Uniform Entropy,race,0.9232809495391552,0.9232809495393002,0.7902349900026757,0.9361926506223502
9,7,Non-Uniform Entropy,workclass,0.688780584841854,0.7260223365256189,0.4467891898658384,0.8056920918877021
9,7,Non-Uniform Entropy,marital-status,0.4812346661361979,0.4575403929889269,0.39210820466395824,0.4738052178048674
9,7,Non-Uniform Entropy,occupation,0.4412008487500829,0.4756825960325878,0.4159399419436961,0.4440171488644157
9,7,Non-Uniform Entropy,education,0.7918130981588338,0.8280441173220167,0.687665903081337,0.792177457738923
9,7,Non-Uniform Entropy,native-country,0.9597175253630396,0.9694673761687073,0.7177444517120063,0.9647749445460309
9,7,Non-Uniform Entropy,age,0.9792454081294344,0.9944230448507408,0.9735715356849484,0.9969752452911473
9,8,Non-Uniform Entropy,sex,0.9685697234931371,0.968569723493137,0.9654454813343363,0.9685697234931371
9,8,Non-Uniform Entropy,salary-class,0.9164511637159339,0.916451163715934,0.896950372988381,0.9164511637159339
9,8,Non-Uniform Entropy,race,0.9095219149923746,0.9095219149925181,0.7580787218116478,0.9232024410220719
9,8,Non-Uniform Entropy,workclass,0.6614448643989126,0.6976564646148891,0.4078733214419744,0.7822170246016446
9,8,Non-Uniform Entropy,marital-status,0.446969696969697,0.42365669827368757,0.3638803367122736,0.43743202398012504
9,8,Non-Uniform Entropy,occupation,0.41126251574829253,0.44642010068697446,0.3857077060356686,0.4150803066431408
9,8,Non-Uniform Entropy,education,0.7832371858630098,0.8214508321729328,0.6740702481769518,0.7854506844988213
9,8,Non-Uniform Entropy,native-country,0.9584742391088125,0.9690115045421575,0.7089103000393465,0.9626662993390378
9,8,Non-Uniform Entropy,age,0.9769246071215436,0.9928172380927561,0.9715652093756678,0.9958023356926561
9,9,Non-Uniform Entropy,sex,0.9590875936608978,0.9590875936608978,0.9551157051451334,0.9590875936608978
9,9,Non-Uniform Entropy,salary-class,0.9124394934022942,0.9124394934022944,0.8921623295119504,0.9124394934022942
9,9,Non-Uniform Entropy,race,0.9124063391021815,0.912406339102328,0.7637347810030497,0.9260012137209884
9,9,Non-Uniform Entropy,workclass,0.6520787746170678,0.6900593935604876,0.39585543620512287,0.7766960636741064
9,9,Non-Uniform Entropy,marital-status,0.4349181088787216,0.4112514643148327,0.35153987460125047,0.42570979793365415
