sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;State-gov;Never-married;Adm-clerical;Undergraduate;United-States;20-39
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;40-59
Male;<=50K;White;Private;Divorced;Handlers-cleaners;HS-grad;United-States;20-39
Male;<=50K;Black;Private;Married-civ-spouse;Handlers-cleaners;*;North-America;*
Female;<=50K;*;Private;Married-civ-spouse;*;*;North-America;*
Female;<=50K;White;Non-Government;Married-civ-spouse;Exec-managerial;Higher-education;United-States;*
Female;<=50K;Black;Private;spouse-not-present;Other-service;High-School;Jamaica;*
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;40-59
Female;>50K;White;Private;Never-married;Prof-specialty;Masters;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Private;Married-civ-spouse;Exec-managerial;Higher-education;*;*
Male;>50K;Asian-Pac-Islander;Government;Married-civ-spouse;Prof-specialty;Higher-education;*;*
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;Black;Private;Never-married;Nontechnical;Higher-education;North-America;20-39
*;*;*;*;Married-civ-spouse;*;*;*;*
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States;20-39
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;30-34
Male;<=50K;White;Private;Married-civ-spouse;Sales;11th;United-States;*
Female;>50K;White;Non-Government;spouse-not-present;*;Higher-education;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;30-39
Female;<=50K;Black;Private;Separated;Other-service;High-School;United-States;40-59
Male;<=50K;Black;*;Married-civ-spouse;*;High-School;North-America;*
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;11th;United-States;*
Female;<=50K;White;Private;Divorced;Tech-support;HS-grad;United-States;*
Male;>50K;White;Local-gov;Married-civ-spouse;Technical;Higher-education;North-America;*
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;30-39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;45-49
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Professional-Education;United-States;*
Male;<=50K;Black;Private;Never-married;Sales;Undergraduate;United-States;*
Male;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States;40-59
Male;<=50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Undergraduate;United-States;*
Male;<=50K;Black;State-gov;Married-civ-spouse;Other;*;United-States;*
Male;<=50K;White;Private;Never-married;Machine-op-inspct;High-School;North-America;*
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;20-24
Female;*;White;Non-Government;*;*;High-School;*;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Higher-education;United-States;40-49
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;9th;United-States;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors;United-States;40-59
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States;20-39
Female;<=50K;White;Private;Separated;Adm-clerical;HS-grad;United-States;40-59
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;*;Black;Government;Married-civ-spouse;Prof-specialty;Higher-education;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;50-54
Female;<=50K;White;Private;spouse-not-present;Exec-managerial;Masters;United-States;40-49
