sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;Government;Never-married;Other;Bachelors;United-States;30-39
Male;<=50K;White;Non-Government;Married-civ-spouse;Exec-managerial;Bachelors;United-States;45-49
Male;<=50K;White;Private;Divorced;Nontechnical;HS-grad;United-States;30-39
Male;<=50K;Black;*;*;Nontechnical;High-School;United-States;40-59
Female;<=50K;Black;*;*;*;Higher-education;*;20-39
Female;<=50K;White;Private;*;Exec-managerial;Masters;United-States;30-39
Female;<=50K;Black;Private;spouse-not-present;Other-service;High-School;North-America;40-49
Male;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;High-School;United-States;50-59
Female;>50K;White;Private;*;Prof-specialty;Graduate;United-States;30-39
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Private;Married-civ-spouse;Nontechnical;Undergraduate;United-States;30-39
Male;>50K;Asian-Pac-Islander;*;*;Prof-specialty;Higher-education;Asia;20-39
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;Black;Private;Never-married;Nontechnical;Higher-education;United-States;20-39
Male;<=50K;*;*;*;*;High-School;North-America;*
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States;20-29
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;30-34
Male;<=50K;White;Private;*;Nontechnical;High-School;United-States;35-39
Female;>50K;White;Non-Government;*;Nontechnical;Higher-education;United-States;40-59
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;35-39
Female;<=50K;Black;Private;spouse-not-present;Other-service;HS-grad;United-States;50-59
Male;<=50K;*;Government;*;*;High-School;United-States;20-39
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;High-School;United-States;40-44
Female;<=50K;White;Private;spouse-not-present;Technical;HS-grad;United-States;55-59
Male;>50K;White;Government;Married-civ-spouse;Technical;Undergraduate;North-America;40-59
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;35-39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Professional-Education;United-States;20-39
Male;<=50K;Black;Private;Never-married;Nontechnical;Some-college;United-States;15-19
Male;<=50K;White;Non-Government;Divorced;Exec-managerial;Bachelors;United-States;40-44
Male;<=50K;White;Government;Married-civ-spouse;Other;Some-college;United-States;20-29
Male;<=50K;Black;Government;*;Other;Some-college;United-States;20-24
Male;<=50K;White;Non-Government;spouse-not-present;Technical;High-School;North-America;40-49
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;20-24
Female;<=50K;White;Private;*;Adm-clerical;High-School;United-States;15-19
Male;<=50K;White;Non-Government;Married-civ-spouse;Technical;Assoc-acdm;United-States;45-49
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;High-School;United-States;30-34
Male;<=50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Bachelors;United-States;50-59
Male;<=50K;White;Private;Married-civ-spouse;Technical;Bachelors;United-States;20-29
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;45-49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;Black;*;Married-civ-spouse;Technical;Higher-education;United-States;50-59
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;50-54
Female;<=50K;White;Private;spouse-not-present;Exec-managerial;Masters;United-States;40-49
Male;<=50K;White;Government;*;Technical;Professional-Education;United-States;40-44
Male;<=50K;White;Private;spouse-not-present;Technical;Assoc-voc;United-States;20-29
Female;<=50K;*;Private;*;*;Some-college;North-America;20-39
Female;>50K;*;Non-Government;*;*;Higher-education;North-America;40-59
Male;>50K;White;Government;spouse-not-present;Exec-managerial;Undergraduate;United-States;40-49
Male;<=50K;White;*;spouse-not-present;Nontechnical;HS-grad;United-States;40-59
Male;>50K;White;Private;Married-civ-spouse;Technical;Some-college;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Primary-School;Mexico;40-59
Male;<=50K;White;Private;Married-civ-spouse;Other;Higher-education;North-America;20-39
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;40-44
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;25-29
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;45-49
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40-44
Male;<=50K;White;Private;spouse-not-present;Tech-support;Some-college;United-States;25-29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;25-29
Female;>50K;White;Non-Government;*;Adm-clerical;HS-grad;United-States;50-59
Male;>50K;White;Self-emp-inc;*;Exec-managerial;Some-college;United-States;40-49
Male;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States;15-19
Female;<=50K;Black;Non-Government;spouse-not-present;Nontechnical;Bachelors;United-States;30-39
Male;>50K;White;Non-Government;Married-civ-spouse;Nontechnical;Bachelors;United-States;25-29
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;20-24
Male;<=50K;White;Non-Government;*;Technical;Higher-education;United-States;70-79
Male;<=50K;White;Private;Never-married;Other;HS-grad;Mexico;20-29
Male;<=50K;White;Private;Married-civ-spouse;Other;Assoc-acdm;United-States;30-39
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;<=50K;White;Government;Married-civ-spouse;Other;High-School;United-States;30-39
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;15-19
Male;<=50K;White;Non-Government;*;Other;Undergraduate;North-America;50-59
