sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
*;<=50K;White;*;*;Adm-clerical;Bachelors;United-States;39
*;*;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;50
Male;<=50K;*;Private;*;Handlers-cleaners;HS-grad;United-States;38
*;<=50K;*;Private;*;*;11th;United-States;53
Female;<=50K;*;Private;*;Prof-specialty;Bachelors;*;28
*;*;White;*;Married-civ-spouse;Exec-managerial;Masters;United-States;37
Female;<=50K;*;Private;*;Other-service;*;*;49
*;>50K;White;*;Married-civ-spouse;Exec-managerial;HS-grad;United-States;52
*;*;*;Private;*;Prof-specialty;Masters;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;*;*;*;Married-civ-spouse;Exec-managerial;Some-college;United-States;37
Male;>50K;*;*;Married-civ-spouse;Prof-specialty;Bachelors;*;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;*;*;Private;*;*;Assoc-acdm;United-States;32
Male;<=50K;*;Private;*;*;*;Mexico;34
Male;<=50K;White;*;Never-married;*;HS-grad;United-States;25
*;*;*;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;*;*;*;11th;United-States;38
*;>50K;White;*;*;Exec-managerial;Masters;United-States;43
*;>50K;White;*;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
*;<=50K;*;Private;*;Other-service;HS-grad;United-States;54
Male;<=50K;*;*;*;*;9th;United-States;35
*;<=50K;White;*;*;*;11th;United-States;43
Female;<=50K;White;Private;Divorced;*;HS-grad;United-States;59
Male;>50K;White;*;Married-civ-spouse;*;Bachelors;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
*;<=50K;White;Private;*;Exec-managerial;HS-grad;United-States;39
*;<=50K;*;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;*;Never-married;*;Assoc-acdm;United-States;23
Male;*;*;Private;Never-married;Sales;Some-college;United-States;20
*;*;*;*;Divorced;Exec-managerial;Bachelors;United-States;45
*;*;White;*;Married-civ-spouse;Adm-clerical;Some-college;United-States;30
Male;<=50K;*;*;*;Other-service;Some-college;United-States;22
Male;<=50K;White;Private;*;Machine-op-inspct;*;*;48
Male;*;White;Private;Never-married;*;Some-college;United-States;21
*;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;19
Male;<=50K;White;*;*;*;Assoc-acdm;United-States;48
Male;<=50K;*;Private;*;*;9th;United-States;31
Male;*;White;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;53
*;<=50K;White;Private;*;Tech-support;Bachelors;United-States;24
Female;*;White;Private;*;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;*;*;*;*;Prof-specialty;Bachelors;United-States;57
Male;*;*;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
*;*;White;Private;*;Exec-managerial;Masters;United-States;44
Male;<=50K;White;*;*;*;Assoc-voc;United-States;41
*;<=50K;White;Private;Never-married;*;Assoc-voc;United-States;29
*;<=50K;*;Private;*;Exec-managerial;Some-college;United-States;25
*;>50K;White;*;Married-civ-spouse;Prof-specialty;Prof-school;*;47
*;*;White;*;Divorced;Exec-managerial;Bachelors;United-States;50
*;<=50K;White;*;*;Exec-managerial;HS-grad;United-States;47
*;>50K;White;Private;Married-civ-spouse;*;Some-college;United-States;43
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;*;*;46
Male;<=50K;White;Private;*;*;Assoc-voc;*;35
*;*;*;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;*;*;Private;Married-civ-spouse;Sales;Bachelors;United-States;30
Male;*;*;*;Married-civ-spouse;Transport-moving;HS-grad;United-States;48
