sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
*;*;White;*;*;Other;Bachelors;United-States;39
Male;*;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;Private;*;Handlers-cleaners;HS-grad;United-States;38
*;*;*;Private;*;Nontechnical;High-School;United-States;53
*;*;*;Private;*;*;Bachelors;*;28
*;*;White;Non-Government;*;Exec-managerial;Masters;United-States;37
*;*;*;*;*;Other-service;High-School;North-America;40-49
Male;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;HS-grad;United-States;52
*;*;*;*;Never-married;Prof-specialty;Masters;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;*;*;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;37
Male;*;Asian-Pac-Islander;*;Married-civ-spouse;Prof-specialty;Higher-education;Asia;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
*;*;*;Non-Government;spouse-not-present;*;Assoc-acdm;United-States;32
*;<=50K;*;Private;*;*;*;Mexico;34
Male;<=50K;White;Non-Government;Never-married;Other;HS-grad;United-States;25
*;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
*;*;White;Non-Government;*;Sales;High-School;United-States;38
*;*;White;*;spouse-not-present;Exec-managerial;Higher-education;United-States;43
*;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
*;<=50K;*;*;spouse-not-present;Other-service;High-School;United-States;54
Male;*;*;*;Married-civ-spouse;Farming-fishing;High-School;United-States;35
Male;<=50K;*;*;Married-civ-spouse;Transport-moving;High-School;United-States;43
*;*;White;Private;Divorced;Technical;HS-grad;United-States;59
Male;*;White;*;Married-civ-spouse;*;Bachelors;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
*;<=50K;White;Private;spouse-not-present;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
*;<=50K;White;*;Never-married;*;Assoc-acdm;United-States;23
*;<=50K;*;Private;Never-married;Sales;Some-college;United-States;20
*;<=50K;White;Private;spouse-not-present;Exec-managerial;Bachelors;United-States;45
*;*;White;Government;*;Adm-clerical;Some-college;United-States;30
*;<=50K;*;*;*;Other;Higher-education;United-States;22
*;<=50K;*;Private;*;Machine-op-inspct;High-School;*;40-49
*;<=50K;White;Private;*;Machine-op-inspct;Some-college;United-States;21
*;<=50K;White;*;*;*;HS-grad;United-States;19
Male;*;White;Non-Government;Married-civ-spouse;Prof-specialty;Professional-Education;United-States;48
