sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
*;<=50K;White;Government;spouse-not-present;Adm-clerical;Bachelors;United-States;39
Male;*;White;Non-Government;Married-civ-spouse;Exec-managerial;Bachelors;United-States;50
Male;<=50K;*;Private;spouse-not-present;Handlers-cleaners;HS-grad;United-States;38
Male;*;*;Private;*;Nontechnical;High-School;United-States;53
*;*;*;*;Married-civ-spouse;*;Higher-education;North-America;28
*;*;White;Non-Government;Married-civ-spouse;Exec-managerial;Masters;United-States;37
Female;<=50K;Black;Private;spouse-not-present;*;High-School;Jamaica;45-49
Male;*;White;Non-Government;Married-civ-spouse;Exec-managerial;HS-grad;United-States;52
*;*;White;Private;Never-married;Prof-specialty;Masters;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
*;*;*;Private;*;Exec-managerial;Some-college;United-States;37
*;*;Asian-Pac-Islander;*;Married-civ-spouse;*;Bachelors;Asia;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
*;*;*;Non-Government;spouse-not-present;Sales;Professional-Education;United-States;32
Male;*;*;*;Married-civ-spouse;Transport-moving;High-School;North-America;34
Male;<=50K;White;Non-Government;Never-married;Farming-fishing;HS-grad;United-States;25
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;*;*;Non-Government;Married-civ-spouse;Sales;High-School;United-States;38
*;*;White;Non-Government;Divorced;Exec-managerial;Higher-education;United-States;43
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
*;<=50K;*;Private;spouse-not-present;Other-service;HS-grad;United-States;54
*;<=50K;*;Government;*;Other;*;United-States;20-39
Male;<=50K;*;Private;Married-civ-spouse;Transport-moving;High-School;United-States;43
*;*;White;*;spouse-not-present;Technical;HS-grad;United-States;59
*;*;White;*;*;*;Higher-education;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;*;White;Private;spouse-not-present;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
*;<=50K;White;*;Never-married;*;Assoc-acdm;United-States;23
*;<=50K;Black;Private;Never-married;Sales;Some-college;United-States;20
*;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States;45
Male;*;White;*;Married-civ-spouse;Other;Some-college;United-States;30
*;<=50K;*;*;*;*;Some-college;United-States;22
*;<=50K;*;Private;spouse-not-present;Machine-op-inspct;*;Puerto-Rico;40-59
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;21
Female;<=50K;*;Non-Government;*;Adm-clerical;HS-grad;United-States;19
*;*;White;Non-Government;Married-civ-spouse;Prof-specialty;Assoc-acdm;United-States;48
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;High-School;United-States;31
Male;*;White;Non-Government;Married-civ-spouse;Technical;Bachelors;United-States;53
*;<=50K;White;Private;Married-civ-spouse;*;Bachelors;United-States;24
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;*;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;57
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
*;*;White;Private;spouse-not-present;Exec-managerial;Masters;United-States;44
*;*;White;*;Married-civ-spouse;*;Higher-education;North-America;41
Male;<=50K;White;Private;*;Prof-specialty;Assoc-voc;United-States;29
