sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;*;*;Adm-clerical;Bachelors;United-States;39
Male;<=50K;White;*;*;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;Private;*;Handlers-cleaners;HS-grad;United-States;38
Male;<=50K;*;Private;Married-civ-spouse;*;11th;United-States;53
Female;<=50K;*;Private;*;Prof-specialty;Bachelors;*;28
Female;<=50K;White;*;*;Exec-managerial;Masters;United-States;37
Female;<=50K;Black;Private;*;Other-service;*;*;49
Male;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;HS-grad;United-States;52
Female;>50K;White;Private;*;Prof-specialty;*;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;*;*;Married-civ-spouse;Exec-managerial;Some-college;United-States;37
Male;*;Asian-Pac-Islander;*;*;*;*;India;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;*;Private;*;*;Assoc-acdm;United-States;32
Male;<=50K;*;Private;Married-civ-spouse;*;*;Mexico;34
Male;<=50K;White;*;Never-married;Farming-fishing;HS-grad;United-States;25
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;Private;Married-civ-spouse;*;11th;United-States;38
Female;>50K;White;*;*;Exec-managerial;Masters;United-States;43
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
Female;<=50K;Black;*;*;*;HS-grad;United-States;54
Male;<=50K;*;*;Married-civ-spouse;*;9th;United-States;35
Male;<=50K;White;Private;Married-civ-spouse;*;11th;United-States;43
Female;<=50K;White;Private;spouse-not-present;Technical;HS-grad;United-States;59
Male;>50K;White;*;Married-civ-spouse;*;Bachelors;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;*;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;*;Never-married;*;Assoc-acdm;United-States;23
Male;<=50K;Black;Private;Never-married;*;Some-college;United-States;20
Male;<=50K;White;*;*;Exec-managerial;Bachelors;United-States;45
Male;<=50K;White;*;*;Adm-clerical;Some-college;United-States;30
Male;<=50K;Black;*;*;*;Some-college;United-States;22
Male;<=50K;White;Private;*;*;11th;*;48
Male;<=50K;White;Private;*;Machine-op-inspct;Some-college;United-States;21
Female;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;19
Male;<=50K;White;*;Married-civ-spouse;*;Assoc-acdm;United-States;48
Male;<=50K;White;Non-Government;Married-civ-spouse;Technical;9th;United-States;31
Male;<=50K;White;*;Married-civ-spouse;*;Bachelors;United-States;53
Male;<=50K;White;Private;*;Tech-support;Bachelors;United-States;24
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;*;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;57
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
Female;<=50K;White;Private;*;*;Masters;United-States;44
Male;<=50K;White;*;Married-civ-spouse;*;Assoc-voc;United-States;41
Male;<=50K;White;Private;Never-married;Technical;Assoc-voc;United-States;29
Female;<=50K;*;Private;*;Exec-managerial;Some-college;United-States;25
Female;>50K;White;Private;Married-civ-spouse;*;*;*;47
Male;>50K;White;*;*;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;*;*;Exec-managerial;HS-grad;United-States;47
Male;>50K;White;Private;Married-civ-spouse;*;Some-college;United-States;43
Male;<=50K;White;Private;*;*;*;Mexico;46
Male;<=50K;White;*;*;*;*;Puerto-Rico;35
Male;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;Private;*;Sales;Bachelors;United-States;30
Male;<=50K;White;Private;*;Transport-moving;HS-grad;United-States;48
Male;>50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Doctorate;United-States;42
Male;<=50K;White;Private;spouse-not-present;Tech-support;Some-college;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
