sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
*;*;White;*;*;Other;Bachelors;United-States;39
Male;*;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;50
Male;<=50K;*;Private;*;Handlers-cleaners;HS-grad;United-States;38
*;*;*;*;*;*;High-School;United-States;53
*;<=50K;*;Private;*;*;Higher-education;North-America;28
*;*;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;37
*;<=50K;*;Private;*;*;High-School;*;49
Male;*;White;Non-Government;Married-civ-spouse;Exec-managerial;HS-grad;United-States;52
*;*;White;Private;Never-married;Prof-specialty;Higher-education;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
*;*;*;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;37
Male;*;Asian-Pac-Islander;*;*;Prof-specialty;Higher-education;India;25-29
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
*;*;*;Private;spouse-not-present;Sales;Higher-education;United-States;32
*;<=50K;*;Private;*;*;*;Mexico;34
*;<=50K;White;*;Never-married;Other;HS-grad;United-States;25
*;<=50K;*;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;*;White;Non-Government;Married-civ-spouse;*;High-School;United-States;38
*;*;White;*;*;Exec-managerial;Masters;United-States;43
*;*;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
*;<=50K;*;Private;spouse-not-present;Other-service;HS-grad;United-States;54
*;*;*;*;*;Other;High-School;United-States;30-34
Male;<=50K;*;Private;Married-civ-spouse;Other;High-School;United-States;43
*;<=50K;*;Private;Divorced;*;High-School;United-States;59
*;*;White;*;*;Technical;Bachelors;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
*;*;White;Private;spouse-not-present;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
*;<=50K;White;*;Never-married;*;Assoc-acdm;United-States;23
*;<=50K;*;Private;spouse-not-present;Sales;Some-college;United-States;20
*;<=50K;White;Private;spouse-not-present;Exec-managerial;Bachelors;United-States;45
*;*;*;*;*;*;Some-college;United-States;30
*;*;*;*;*;*;Some-college;United-States;22
*;<=50K;*;Private;*;Technical;High-School;Puerto-Rico;45-49
*;<=50K;*;Private;Never-married;Technical;Some-college;United-States;21
*;<=50K;White;*;*;*;HS-grad;United-States;19
*;*;White;Non-Government;Married-civ-spouse;Prof-specialty;Professional-Education;United-States;48
*;<=50K;White;Private;*;Machine-op-inspct;High-School;United-States;31
