sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
*;<=50K;White;*;spouse-not-present;Adm-clerical;Bachelors;United-States;39
Male;*;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;Private;*;Handlers-cleaners;HS-grad;United-States;38
*;*;*;Private;*;Nontechnical;High-School;United-States;53
*;*;*;Private;*;Prof-specialty;Higher-education;*;28
*;*;White;Non-Government;*;Exec-managerial;Masters;United-States;37
*;<=50K;Black;Non-Government;spouse-not-present;Other;High-School;Jamaica;40-59
*;*;White;Non-Government;*;Exec-managerial;HS-grad;United-States;52
*;*;White;*;Never-married;Prof-specialty;Masters;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;*;*;Non-Government;Married-civ-spouse;Nontechnical;Some-college;United-States;37
Male;*;Asian-Pac-Islander;*;Married-civ-spouse;Prof-specialty;Higher-education;Asia;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
*;*;*;Non-Government;spouse-not-present;Sales;Professional-Education;United-States;32
Male;*;*;*;Married-civ-spouse;*;High-School;North-America;34
Male;<=50K;White;Non-Government;Never-married;Other;HS-grad;United-States;25
*;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
*;*;*;Non-Government;Married-civ-spouse;Sales;High-School;United-States;38
*;*;White;*;*;Nontechnical;Masters;United-States;43
Male;*;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
*;*;*;Private;*;Other-service;High-School;United-States;54
Male;*;*;*;*;*;High-School;United-States;35
Male;<=50K;*;Non-Government;Married-civ-spouse;Transport-moving;High-School;United-States;43
*;*;*;Private;spouse-not-present;Technical;HS-grad;United-States;59
*;*;*;*;*;Technical;Higher-education;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
*;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
*;<=50K;White;*;Never-married;*;Assoc-acdm;United-States;23
*;<=50K;*;Private;Never-married;Sales;Some-college;United-States;20
*;*;White;Private;Divorced;Exec-managerial;Bachelors;United-States;45
*;*;White;*;Married-civ-spouse;Other;Some-college;United-States;30
*;<=50K;*;*;Married-civ-spouse;*;Undergraduate;United-States;22
*;<=50K;*;Private;*;Technical;High-School;Puerto-Rico;40-59
*;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;21
*;<=50K;*;Private;*;*;HS-grad;United-States;19
*;*;White;Non-Government;Married-civ-spouse;Technical;Assoc-acdm;United-States;48
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;High-School;United-States;31
Male;*;White;Non-Government;Married-civ-spouse;Prof-specialty;Bachelors;United-States;53
*;<=50K;White;Private;*;Technical;Bachelors;United-States;24
Female;<=50K;*;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
*;*;*;*;*;Technical;Bachelors;United-States;57
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
*;*;*;Non-Government;spouse-not-present;Exec-managerial;Masters;United-States;44
*;*;White;*;Married-civ-spouse;Technical;Assoc-voc;United-States;41
Male;<=50K;*;Private;Never-married;Technical;Assoc-voc;United-States;29
*;*;*;Private;Married-civ-spouse;*;Some-college;United-States;25
*;*;*;Non-Government;*;*;Higher-education;*;47
