sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
*;<=50K;White;*;spouse-not-present;*;Bachelors;United-States;39
Male;*;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;50
Male;<=50K;*;Private;*;Handlers-cleaners;HS-grad;United-States;38
Male;*;*;*;Married-civ-spouse;*;High-School;United-States;53
*;*;*;*;Married-civ-spouse;*;Higher-education;*;28
*;*;White;Non-Government;Married-civ-spouse;Exec-managerial;Higher-education;United-States;37
*;<=50K;*;Private;spouse-not-present;Other-service;High-School;*;40-49
Male;*;White;Non-Government;Married-civ-spouse;Exec-managerial;HS-grad;United-States;52
*;*;*;Private;*;Prof-specialty;Masters;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
*;*;*;Private;*;Exec-managerial;Some-college;United-States;37
Male;*;Asian-Pac-Islander;*;*;Prof-specialty;Higher-education;India;25-29
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
*;*;*;Private;*;Sales;Higher-education;United-States;32
*;*;*;*;*;*;High-School;North-America;34
*;<=50K;White;*;Never-married;Other;HS-grad;United-States;25
*;<=50K;*;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;*;White;Private;Married-civ-spouse;*;High-School;United-States;38
*;*;White;Non-Government;spouse-not-present;Exec-managerial;Masters;United-States;43
*;>50K;White;*;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
Female;<=50K;*;*;*;Other;HS-grad;United-States;54
*;*;*;*;*;*;High-School;North-America;20-39
Male;<=50K;*;Private;Married-civ-spouse;Other;High-School;United-States;43
*;*;White;Private;spouse-not-present;Technical;HS-grad;United-States;59
*;*;White;*;*;*;Bachelors;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
*;<=50K;White;Private;*;Exec-managerial;HS-grad;United-States;39
*;*;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
*;<=50K;*;*;Never-married;*;Assoc-acdm;United-States;23
*;<=50K;*;Private;spouse-not-present;Sales;Some-college;United-States;20
*;*;White;Private;spouse-not-present;Exec-managerial;Bachelors;United-States;45
*;*;White;*;Married-civ-spouse;Adm-clerical;Some-college;United-States;30
*;<=50K;*;*;Married-civ-spouse;*;Higher-education;United-States;20-24
*;<=50K;*;Private;*;Technical;High-School;Puerto-Rico;40-49
*;<=50K;*;Private;Never-married;Technical;Some-college;United-States;21
*;<=50K;White;Private;*;*;HS-grad;United-States;19
*;*;White;*;*;Prof-specialty;Higher-education;United-States;48
Male;*;White;Private;Married-civ-spouse;Technical;High-School;United-States;31
Male;*;White;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;53
*;*;*;*;Married-civ-spouse;Technical;Higher-education;United-States;24
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;*;*;*;Married-civ-spouse;Prof-specialty;Higher-education;United-States;57
Male;*;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
*;*;*;*;*;Exec-managerial;Masters;United-States;44
*;*;White;*;*;Technical;Higher-education;United-States;41
