sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;State-gov;Never-married;Adm-clerical;Bachelors;United-States;30-39
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;45-49
Male;<=50K;White;Private;Divorced;Handlers-cleaners;HS-grad;United-States;35-39
Male;<=50K;Black;Private;Married-civ-spouse;Handlers-cleaners;High-School;United-States;40-59
*;<=50K;Black;Non-Government;Married-civ-spouse;Technical;Undergraduate;North-America;20-29
Female;*;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;30-39
Female;<=50K;Black;Private;spouse-not-present;Other-service;High-School;Jamaica;40-59
Male;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;High-School;United-States;50-54
Female;>50K;White;Private;Never-married;Prof-specialty;Masters;United-States;30-39
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Private;Married-civ-spouse;Nontechnical;Some-college;United-States;30-39
Male;*;Asian-Pac-Islander;Government;Married-civ-spouse;Prof-specialty;Bachelors;Asia;20-39
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;Black;Private;Never-married;Sales;Higher-education;United-States;20-39
Male;<=50K;*;Private;Married-civ-spouse;Other;High-School;North-America;20-39
Male;<=50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States;20-24
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;Private;Married-civ-spouse;Sales;11th;United-States;20-39
Female;>50K;White;Non-Government;Divorced;Exec-managerial;Masters;United-States;40-49
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
Female;<=50K;Black;Private;Separated;Other-service;High-School;United-States;50-59
Male;*;*;*;Married-civ-spouse;*;High-School;North-America;20-39
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;High-School;United-States;43
Female;<=50K;White;Private;Divorced;Technical;HS-grad;United-States;55-59
Male;*;White;Government;Married-civ-spouse;Tech-support;Undergraduate;United-States;55-59
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States;35-39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Higher-education;United-States;20-39
Male;<=50K;Black;Private;Never-married;Sales;Some-college;United-States;15-19
Male;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States;40-49
