sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;Government;Never-married;Adm-clerical;Bachelors;United-States;39
Male;<=50K;White;Self-emp-not-inc;*;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;Private;spouse-not-present;Handlers-cleaners;HS-grad;United-States;38
Male;<=50K;*;Private;Married-civ-spouse;*;11th;United-States;53
Female;<=50K;*;Private;Married-civ-spouse;*;Bachelors;*;28
Female;<=50K;White;*;*;Exec-managerial;Masters;United-States;37
Female;<=50K;Black;Private;*;Other-service;*;*;49
Male;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;HS-grad;United-States;52
Female;>50K;*;Private;Never-married;Prof-specialty;*;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;Black;Private;Married-civ-spouse;*;Some-college;United-States;37
Male;>50K;Asian-Pac-Islander;*;Married-civ-spouse;Prof-specialty;*;India;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;*;*;Never-married;*;Assoc-acdm;United-States;32
Male;<=50K;*;Private;Married-civ-spouse;*;*;Mexico;34
Male;<=50K;White;Self-emp-not-inc;*;Farming-fishing;HS-grad;United-States;25
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;Private;Married-civ-spouse;*;11th;United-States;38
Female;>50K;White;*;Divorced;Exec-managerial;Masters;United-States;43
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States;40
Female;<=50K;Black;*;*;Other-service;HS-grad;United-States;54
Male;<=50K;*;*;Married-civ-spouse;*;9th;United-States;35
Male;<=50K;White;Private;Married-civ-spouse;*;11th;United-States;43
Female;<=50K;White;Private;Divorced;*;HS-grad;United-States;59
Male;>50K;White;Local-gov;Married-civ-spouse;*;Bachelors;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;Private;spouse-not-present;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;*;Never-married;*;Assoc-acdm;United-States;23
Male;<=50K;Black;Private;*;Sales;Some-college;United-States;20
Male;<=50K;White;Private;spouse-not-present;Exec-managerial;Bachelors;United-States;45
Male;<=50K;White;*;Married-civ-spouse;Adm-clerical;Some-college;United-States;30
Male;<=50K;Black;*;*;Other-service;Some-college;United-States;22
Male;<=50K;White;Private;*;Machine-op-inspct;11th;*;48
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;21
Female;<=50K;White;Private;*;Adm-clerical;HS-grad;United-States;19
Male;<=50K;White;*;Married-civ-spouse;*;Assoc-acdm;United-States;48
Male;<=50K;White;Private;Married-civ-spouse;*;9th;United-States;31
Male;<=50K;White;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;53
Male;<=50K;White;Private;*;Tech-support;Bachelors;United-States;24
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;*;*;Married-civ-spouse;Prof-specialty;Bachelors;United-States;57
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;53
Female;<=50K;White;Non-Government;spouse-not-present;Exec-managerial;Masters;United-States;44
Male;<=50K;White;*;*;Craft-repair;Assoc-voc;United-States;41
Male;<=50K;White;Private;*;Prof-specialty;Assoc-voc;United-States;29
Female;<=50K;Other;Private;*;*;Some-college;United-States;25
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;*;*;47
Male;>50K;White;*;Divorced;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;*;*;Exec-managerial;HS-grad;United-States;47
Male;>50K;White;Private;Married-civ-spouse;Technical;Some-college;United-States;43
Male;<=50K;White;Private;*;*;5th-6th;Mexico;46
Male;<=50K;White;Private;Married-civ-spouse;*;*;Puerto-Rico;35
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;Private;*;Sales;Bachelors;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;48
Male;>50K;White;Private;*;Prof-specialty;Doctorate;United-States;42
Male;<=50K;White;Private;Divorced;Tech-support;Some-college;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;28
Female;>50K;White;*;Married-civ-spouse;Adm-clerical;HS-grad;United-States;53
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States;49
Male;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States;19
Female;<=50K;Black;Private;spouse-not-present;Nontechnical;Bachelors;United-States;31
Male;>50K;White;*;Married-civ-spouse;Sales;Bachelors;United-States;29
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States;23
Male;<=50K;White;Private;Married-civ-spouse;*;*;United-States;79
Male;<=50K;White;*;Never-married;*;HS-grad;Mexico;27
Male;<=50K;White;Private;Married-civ-spouse;*;Assoc-acdm;United-States;40
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;<=50K;White;*;Married-civ-spouse;*;7th-8th;United-States;31
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;18
Male;*;White;*;Married-civ-spouse;*;*;Cuba;52
Female;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States;46
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;59
Female;>50K;White;Private;*;*;HS-grad;United-States;44
Female;<=50K;White;Private;Divorced;Sales;HS-grad;United-States;53
Male;>50K;White;*;Married-civ-spouse;Protective-serv;HS-grad;United-States;49
Male;<=50K;White;Private;*;Prof-specialty;Masters;United-States;33
Male;<=50K;White;Private;*;*;9th;United-States;30
Female;>50K;White;*;*;Prof-specialty;Doctorate;United-States;43
Male;<=50K;White;*;*;*;Assoc-voc;United-States;57
Female;<=50K;White;Private;spouse-not-present;Technical;Some-college;United-States;37
Female;<=50K;Black;Private;*;*;Some-college;United-States;28
Male;>50K;White;Government;Married-civ-spouse;Protective-serv;Bachelors;United-States;34
Male;<=50K;White;*;Never-married;Handlers-cleaners;Some-college;United-States;29
Male;>50K;White;*;Married-civ-spouse;Prof-specialty;Doctorate;United-States;48
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;37
Female;<=50K;White;Private;Divorced;*;Assoc-acdm;*;48
Male;<=50K;Black;*;Never-married;*;HS-grad;United-States;32
Male;*;White;Private;Married-civ-spouse;*;*;United-States;76
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;44
Female;<=50K;White;*;Never-married;Prof-specialty;Masters;United-States;47
Female;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States;20
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;29
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States;32
Male;<=50K;White;Private;spouse-not-present;Handlers-cleaners;11th;United-States;30
