sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;<=50K;White;*;*;*;Bachelors;United-States;39
Male;<=50K;White;Non-Government;Married-civ-spouse;Nontechnical;Bachelors;United-States;50
Male;<=50K;White;*;Divorced;*;HS-grad;United-States;38
Male;<=50K;Black;*;Married-civ-spouse;*;*;United-States;53
Female;<=50K;*;Private;*;Prof-specialty;Bachelors;*;28
Female;<=50K;White;Private;*;Exec-managerial;*;United-States;37
Female;<=50K;Black;Private;*;*;*;*;49
Male;>50K;White;*;Married-civ-spouse;*;HS-grad;United-States;52
Female;>50K;White;Private;*;*;*;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;42
Male;>50K;*;Private;Married-civ-spouse;*;Some-college;United-States;37
Male;>50K;*;*;Married-civ-spouse;Prof-specialty;Bachelors;*;30
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;23
Male;<=50K;*;*;*;*;Assoc-acdm;United-States;32
Male;<=50K;*;Private;*;*;*;Mexico;34
Male;<=50K;White;Non-Government;Never-married;Other;HS-grad;United-States;25
Male;<=50K;White;*;*;Machine-op-inspct;HS-grad;United-States;32
Male;<=50K;White;*;*;*;11th;United-States;38
Female;>50K;White;*;*;*;Masters;United-States;43
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;*;United-States;40
Female;<=50K;*;*;*;Other-service;HS-grad;United-States;54
Male;<=50K;*;*;*;*;9th;United-States;35
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;*;United-States;43
Female;<=50K;White;Private;Divorced;*;HS-grad;United-States;59
Male;>50K;White;*;Married-civ-spouse;*;Bachelors;United-States;56
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;19
Male;<=50K;White;*;*;Exec-managerial;HS-grad;United-States;39
Male;<=50K;White;Non-Government;Married-civ-spouse;Craft-repair;HS-grad;United-States;49
Male;<=50K;White;*;Never-married;*;Assoc-acdm;United-States;23
Male;<=50K;*;*;Never-married;Sales;Some-college;United-States;20
Male;<=50K;White;*;*;Exec-managerial;Bachelors;United-States;45
Male;<=50K;White;*;Married-civ-spouse;*;Some-college;United-States;30
Male;<=50K;Black;*;*;*;Some-college;United-States;22
Male;<=50K;White;Private;*;Machine-op-inspct;*;*;48
Male;<=50K;White;Private;Never-married;Technical;Some-college;United-States;21
Female;<=50K;White;*;*;Adm-clerical;HS-grad;United-States;19
Male;<=50K;White;*;*;*;Assoc-acdm;United-States;48
Male;<=50K;*;Private;*;*;9th;United-States;31
Male;<=50K;*;*;*;*;Bachelors;United-States;53
Male;<=50K;White;Private;Married-civ-spouse;*;Bachelors;United-States;24
Female;<=50K;White;Private;spouse-not-present;Adm-clerical;HS-grad;United-States;49
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;25
Male;>50K;*;*;Married-civ-spouse;*;Bachelors;United-States;57
Male;<=50K;White;*;*;Machine-op-inspct;HS-grad;United-States;53
Female;<=50K;White;*;*;*;Masters;United-States;44
Male;<=50K;White;*;*;*;Assoc-voc;United-States;41
Male;<=50K;White;Private;*;*;Assoc-voc;United-States;29
Female;<=50K;*;Private;*;*;Some-college;United-States;25
Female;>50K;White;Private;Married-civ-spouse;*;*;*;47
Male;>50K;White;*;*;Exec-managerial;Bachelors;United-States;50
Male;<=50K;White;*;Divorced;*;HS-grad;United-States;47
Male;>50K;White;*;Married-civ-spouse;*;Some-college;United-States;43
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;*;*;46
Male;*;White;Private;Married-civ-spouse;*;Assoc-voc;*;35
Male;<=50K;White;Non-Government;Married-civ-spouse;Other;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;30
Male;<=50K;White;*;*;Sales;Bachelors;United-States;30
Male;<=50K;White;*;*;Transport-moving;HS-grad;United-States;48
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;*;United-States;42
Male;<=50K;White;Private;spouse-not-present;Technical;Some-college;United-States;29
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Female;<=50K;White;*;*;Adm-clerical;Some-college;United-States;28
Female;>50K;White;*;Married-civ-spouse;*;*;United-States;53
Male;>50K;White;Non-Government;Married-civ-spouse;Exec-managerial;Some-college;United-States;49
Male;<=50K;White;Private;Never-married;Technical;Some-college;United-States;19
Female;<=50K;*;Private;*;*;Bachelors;United-States;31
Male;>50K;White;*;*;Sales;Bachelors;United-States;29
Male;<=50K;White;Private;Never-married;Technical;Some-college;United-States;23
Male;*;White;*;*;*;*;United-States;79
Male;<=50K;White;Private;Never-married;*;*;Mexico;27
Male;<=50K;White;*;*;*;Assoc-acdm;United-States;40
Female;<=50K;White;Private;Never-married;Other-service;11th;United-States;18
Male;<=50K;White;*;*;*;7th-8th;United-States;31
Male;<=50K;White;Private;Never-married;Nontechnical;HS-grad;United-States;18
Male;<=50K;White;*;Married-civ-spouse;*;Bachelors;*;52
Female;<=50K;White;*;Married-civ-spouse;*;HS-grad;United-States;46
Male;<=50K;White;Private;Married-civ-spouse;*;HS-grad;United-States;59
Female;>50K;White;Private;*;*;*;United-States;44
Female;<=50K;White;Private;Divorced;*;HS-grad;United-States;53
Male;>50K;White;*;Married-civ-spouse;*;HS-grad;United-States;49
Male;<=50K;White;*;*;*;Masters;United-States;33
Male;<=50K;White;Private;Never-married;Sales;*;United-States;30
Female;>50K;White;*;*;Prof-specialty;*;United-States;43
Male;<=50K;White;*;Married-civ-spouse;Prof-specialty;*;United-States;57
Female;<=50K;White;*;Divorced;*;Some-college;United-States;37
Female;<=50K;*;Private;*;*;Some-college;United-States;28
Male;>50K;White;*;Married-civ-spouse;*;Bachelors;United-States;34
Male;<=50K;White;*;Never-married;*;Some-college;United-States;29
Male;>50K;White;*;Married-civ-spouse;Prof-specialty;*;United-States;48
Male;>50K;White;Non-Government;Married-civ-spouse;Nontechnical;Some-college;United-States;37
Female;<=50K;White;Private;*;Exec-managerial;*;*;48
Male;<=50K;*;*;Never-married;*;HS-grad;United-States;32
Male;*;White;Private;*;*;*;United-States;76
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;44
Female;<=50K;White;*;*;*;Masters;United-States;47
Female;<=50K;White;Private;Never-married;Technical;Some-college;United-States;20
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;29
Male;>50K;White;*;*;Craft-repair;HS-grad;United-States;32
Male;<=50K;White;Private;*;*;11th;United-States;30
Female;<=50K;White;*;*;Adm-clerical;HS-grad;United-States;31
Male;<=50K;White;*;Married-civ-spouse;*;HS-grad;United-States;42
Male;<=50K;White;Private;Never-married;Sales;Bachelors;United-States;24
Male;>50K;White;Non-Government;Married-civ-spouse;Prof-specialty;Prof-school;United-States;38
Male;>50K;White;*;Married-civ-spouse;*;HS-grad;*;56
Female;<=50K;White;Private;*;*;Some-college;United-States;28
Female;<=50K;White;*;Never-married;*;HS-grad;United-States;36
Male;<=50K;White;Private;Married-civ-spouse;*;*;United-States;53
Male;<=50K;White;*;Married-civ-spouse;*;Some-college;United-States;56
Male;>50K;*;*;Married-civ-spouse;Craft-repair;*;United-States;49
Male;<=50K;White;Private;Married-civ-spouse;*;Some-college;United-States;55
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;22
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;21
Male;<=50K;White;*;Married-civ-spouse;*;Bachelors;United-States;40
Male;<=50K;*;Private;Never-married;*;Bachelors;*;30
Male;>50K;White;*;Married-civ-spouse;*;Bachelors;United-States;29
Male;<=50K;*;*;Never-married;Other-service;Some-college;United-States;19
Female;>50K;White;Private;Married-civ-spouse;*;*;United-States;47
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;20
Male;>50K;White;Private;Married-civ-spouse;*;*;United-States;31
Male;<=50K;White;*;*;Craft-repair;Some-college;United-States;39
Female;<=50K;White;*;*;*;Assoc-acdm;United-States;28
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;24
Male;<=50K;White;*;*;Craft-repair;HS-grad;United-States;38
Male;<=50K;White;*;Married-civ-spouse;*;Bachelors;United-States;37
Female;<=50K;*;Private;*;*;Assoc-acdm;United-States;46
Male;>50K;White;*;Married-civ-spouse;*;Masters;*;38
Male;<=50K;White;Non-Government;Married-civ-spouse;Craft-repair;HS-grad;United-States;43
Female;<=50K;White;*;*;*;Assoc-voc;United-States;27
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States;20
Male;>50K;*;Private;Married-civ-spouse;*;Some-college;United-States;49
